n,o,l
tarragona,24.284367,16.0
almeria,10.461086,6.0
guadalajara,43.550625,32.0
lleida,26.584663,27.0
araba/alava,49.752186,140.0
bizkaia,141.84396,222.0
granada,57.844593,32.0
burgos,21.75575,42.0
alicante,33.128624,11.0
valladolid,69.060974,49.0
cuenca,49.865818,47.0
cordoba,16.403936,1.0
jaen,12.047353,8.0
malaga,73.71575,17.0
valencia,56.54865,24.0
toledo,68.53135,94.0
avila,40.78225,64.0
barcelona,582.4025,268.0
zamora,11.930335,3.0
ciudad_real,129.79654,88.0
palencia,30.376244,36.0
castellon,68.35112,5.0
leon,69.05778,27.0
girona,110.50197,87.0
caceres,23.257685,4.0
gipuzkoa,38.490242,30.0
cadiz,47.236095,11.0
badajoz,12.054552,3.0
albacete,7.8002787,30.0
sevilla,34.39629,12.0
salamanca,47.86431,42.0
soria,59.838768,66.0
huelva,9.40396,3.0
segovia,44.237446,15.0
