n,o,l
tarragona,0.16649753,23.0
almeria,5.080964,5.0
guadalajara,36.186295,51.0
lleida,41.85894,29.0
araba/alava,27.310389,98.0
bizkaia,160.52968,197.0
granada,34.684086,54.0
burgos,38.863274,32.0
alicante,81.19224,48.0
valladolid,159.61385,55.0
cuenca,20.451275,70.0
cordoba,22.492321,19.0
jaen,17.89286,22.0
malaga,43.628433,170.0
valencia,87.44866,100.0
toledo,47.445724,99.0
avila,22.820301,42.0
barcelona,821.57416,705.0
zamora,16.698032,5.0
ciudad_real,118.05106,178.0
palencia,11.088764,56.0
castellon,39.19867,23.0
leon,91.75681,67.0
girona,0.16664113,182.0
caceres,63.277805,38.0
gipuzkoa,66.89991,57.0
cadiz,25.963894,9.0
badajoz,22.151566,17.0
albacete,33.168076,98.0
sevilla,54.771706,43.0
salamanca,40.492836,49.0
soria,37.02118,33.0
huelva,5.315609,7.0
segovia,84.61277,35.0
