n,o,l
tarragona,3.331296,46.0
almeria,2.8292522,19.0
guadalajara,17.472078,33.0
lleida,31.643627,35.0
araba/alava,21.949602,44.0
bizkaia,121.29665,305.0
granada,32.90069,51.0
burgos,25.804827,14.0
alicante,67.27233,38.0
valladolid,121.301575,92.0
cuenca,10.366115,13.0
cordoba,14.979232,42.0
jaen,20.877874,23.0
malaga,22.362896,84.0
valencia,103.780785,74.0
toledo,15.181316,71.0
avila,22.565622,58.0
barcelona,576.22906,760.0
zamora,15.438263,9.0
ciudad_real,67.62525,115.0
palencia,14.271392,24.0
castellon,30.582367,60.0
leon,45.74656,112.0
girona,0.14844804,209.0
caceres,43.924522,43.0
gipuzkoa,47.47042,43.0
cadiz,12.257448,43.0
badajoz,19.095808,7.0
albacete,22.656515,44.0
sevilla,33.130325,49.0
salamanca,50.952705,66.0
soria,26.689398,120.0
huelva,4.3501735,5.0
segovia,62.007286,85.0
