n,o,l
oise,47.03676,44.0
meurthe_et_moselle,4.423175,2.0
alpes_maritimes,12.16712,7.0
marne,10.984217,11.0
loire,0.0,1.0
ain,2.8635612,2.0
pyrenees_atlantiques,3.3049483,5.0
var,11.884247,26.0
aude,4.201575,2.0
ardennes,0.35285187,1.0
loir_et_cher,0.0,0.0
somme,9.847262,23.0
hautes_pyrenees,2.3768866,10.0
haute_garonne,6.7673483,12.0
bouches_du_rhone,18.236584,23.0
bas_rhin,98.767746,153.0
cantal,0.0,0.0
landes,0.0,2.0
rhone,3.1208098,36.0
calvados,4.9054666,6.0
cote_d'or,1.5728239,7.0
eure_et_loir,15.142425,46.0
meuse,0.22597775,0.0
indre_et_loire,1.3203182,5.0
aube,9.253233,12.0
indre,7.3910756,21.0
val_de_marne,57.51306,87.0
haute_marne,0.0,0.0
herault,33.993317,47.0
gard,7.11796,5.0
paris,118.33876,123.0
haute_vienne,0.0,1.0
ardeche,0.7170752,2.0
vaucluse,5.010648,6.0
drome,0.8343856,7.0
pas_de_calais,8.111399,20.0
loiret,12.914355,18.0
yvelines,29.597994,31.0
jura,0.37875304,12.0
tarn_et_garonne,0.0,2.0
manche,1.6495886,6.0
territoire_de_belfort,1.232903,5.0
eure,8.643312,20.0
val_d'oise,48.30123,47.0
pyrenees_orientales,0.0,1.0
hauts_de_seine,90.74346,96.0
moselle,22.916346,12.0
isere,52.70685,59.0
essonne,0.61298734,4.0
nievre,1.5113333,3.0
vosges,15.309651,31.0
lot,0.0,3.0
haute_saone,10.88401,10.0
seine_maritime,1.828361,26.0
dordogne,0.0,1.0
alpes_de_haute_provence,0.0,3.0
puy_de_dome,5.272644,10.0
haut_rhin,44.612617,34.0
charente_maritime,1.8310773,10.0
vienne,0.0,1.0
nord,8.850685,13.0
saone_et_loire,4.302038,26.0
haute_loire,0.0,1.0
charente,0.0,4.0
loire_atlantique,0.051028196,3.0
aisne,15.1710415,2.0
tarn,0.0,33.0
gironde,13.331026,1.0
cher,7.4908414,18.0
mayenne,0.0,6.0
doubs,2.993268,0.0
seine_et_marne,44.945183,13.0
correze,0.0,57.0
gers,0.61556375,2.0
orne,0.0,3.0
maine_et_loire,0.0,4.0
seine_saint_denis,76.90584,96.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
haute_savoie,17.007359,15.0
savoie,0.0,1.0
