n,o,l
oise,60.121387,11.0
meurthe_et_moselle,12.585865,0.0
alpes_maritimes,19.871857,0.0
marne,20.146769,0.0
loire,0.5726222,1.0
ain,6.6297045,0.0
pyrenees_atlantiques,9.166614,0.0
var,28.615498,0.0
aude,15.955581,0.0
ardennes,1.2818258,0.0
loir_et_cher,8.677178,0.0
somme,19.521065,0.0
hautes_pyrenees,2.6590366,0.0
haute_garonne,17.46855,2.0
bouches_du_rhone,31.227566,0.0
bas_rhin,234.642,3.0
cantal,0.2555496,2.0
landes,0.0,0.0
rhone,0.54244936,0.0
calvados,21.7205,0.0
cote_d'or,4.9540353,0.0
eure_et_loir,29.541065,0.0
meuse,5.497215,0.0
indre_et_loire,10.293004,0.0
aube,20.639698,0.0
indre,10.24882,0.0
val_de_marne,70.4593,13.0
haute_marne,0.40982172,0.0
herault,96.358665,3.0
gard,8.720941,0.0
paris,217.254,49.0
haute_vienne,2.986941,0.0
ardeche,0.9801859,0.0
vaucluse,14.193101,2.0
drome,12.879147,0.0
pas_de_calais,10.698149,0.0
loiret,19.910973,0.0
yvelines,51.342785,4.0
jura,5.2614813,0.0
tarn_et_garonne,5.2300105,0.0
manche,7.653389,0.0
territoire_de_belfort,11.361775,0.0
eure,12.962369,0.0
val_d'oise,117.958435,19.0
pyrenees_orientales,0.0,0.0
hauts_de_seine,155.9595,24.0
moselle,15.925578,0.0
isere,81.80687,45.0
essonne,11.719562,0.0
nievre,4.24039,0.0
vosges,29.425102,0.0
lot,3.4476798,0.0
haute_saone,21.205608,0.0
seine_maritime,30.217403,0.0
dordogne,3.5995984,0.0
alpes_de_haute_provence,3.8126094,0.0
puy_de_dome,8.575799,1.0
haut_rhin,34.955997,12.0
charente_maritime,5.521578,0.0
vienne,0.0,0.0
nord,19.451965,0.0
saone_et_loire,7.708474,0.0
haute_loire,0.29343003,0.0
charente,3.9268777,0.0
loire_atlantique,1.1803982,0.0
aisne,5.6846795,0.0
tarn,15.029946,0.0
gironde,2.590954,0.0
cher,28.07948,5.0
mayenne,19.453562,0.0
doubs,0.0,0.0
seine_et_marne,22.03407,8.0
correze,50.380714,0.0
gers,1.1449199,0.0
orne,5.038192,0.0
maine_et_loire,5.4498315,0.0
seine_saint_denis,108.70776,23.0
yonne,0.20161124,0.0
lot_et_garonne,1.3981123,0.0
haute_savoie,38.7806,0.0
savoie,0.0,0.0
