n,o,l
oise,25.837925,44.0
meurthe_et_moselle,5.410177,2.0
alpes_maritimes,7.3228116,7.0
marne,10.123323,11.0
loire,0.0,1.0
ain,4.164486,2.0
pyrenees_atlantiques,4.648853,5.0
var,14.379032,26.0
aude,5.356411,2.0
ardennes,1.1246893,1.0
loir_et_cher,0.69794583,0.0
somme,10.656626,23.0
hautes_pyrenees,1.9187036,10.0
haute_garonne,9.031019,12.0
bouches_du_rhone,9.400017,23.0
bas_rhin,110.90151,153.0
cantal,0.0,0.0
landes,0.0,2.0
rhone,9.069317,36.0
calvados,6.4457436,6.0
cote_d'or,2.3621151,7.0
eure_et_loir,11.855933,46.0
meuse,0.0,0.0
indre_et_loire,4.4164457,5.0
aube,4.860968,12.0
indre,8.235487,21.0
val_de_marne,41.311928,87.0
haute_marne,0.15393427,0.0
herault,60.558907,47.0
gard,2.9234858,5.0
paris,159.74028,123.0
haute_vienne,0.42913514,1.0
ardeche,0.81155866,2.0
vaucluse,7.446224,6.0
drome,6.888799,7.0
pas_de_calais,2.814954,20.0
loiret,9.991928,18.0
yvelines,33.879654,31.0
jura,0.15371615,12.0
tarn_et_garonne,0.89590013,2.0
manche,2.290089,6.0
territoire_de_belfort,0.8743153,5.0
eure,4.4479837,20.0
val_d'oise,90.961266,47.0
pyrenees_orientales,0.64676994,1.0
hauts_de_seine,95.79326,96.0
moselle,12.353129,12.0
isere,67.81396,59.0
essonne,6.9340963,4.0
nievre,0.54900616,3.0
vosges,12.8955345,31.0
lot,0.5141979,3.0
haute_saone,9.819105,10.0
seine_maritime,13.298924,26.0
dordogne,0.09494631,1.0
alpes_de_haute_provence,0.0,3.0
puy_de_dome,4.0270443,10.0
haut_rhin,22.512413,34.0
charente_maritime,1.138282,10.0
vienne,0.5097926,1.0
nord,8.856388,13.0
saone_et_loire,2.0120656,26.0
haute_loire,0.0,1.0
charente,0.0,4.0
loire_atlantique,0.5859204,3.0
aisne,4.7761245,2.0
tarn,0.3153783,33.0
gironde,14.968084,1.0
cher,10.752119,18.0
mayenne,0.0,6.0
doubs,3.0443249,0.0
seine_et_marne,29.048952,13.0
correze,0.0,57.0
gers,0.7226401,2.0
orne,1.3663505,3.0
maine_et_loire,0.0,4.0
seine_saint_denis,90.608444,96.0
yonne,0.0,0.0
lot_et_garonne,5.9099426,0.0
haute_savoie,23.428013,15.0
savoie,0.14789823,1.0
