n,o,l
oise,21.854492,11.0
meurthe_et_moselle,3.233924,4.0
alpes_maritimes,4.73187,5.0
marne,4.577342,4.0
loire,0.0,0.0
ain,4.12958,5.0
pyrenees_atlantiques,0.74830073,18.0
var,6.6585007,5.0
aude,3.3153303,3.0
ardennes,0.7601371,4.0
loir_et_cher,0.0,0.0
somme,6.850373,14.0
hautes_pyrenees,1.295786,1.0
haute_garonne,2.7141078,1.0
bouches_du_rhone,5.431261,9.0
bas_rhin,55.402927,34.0
cantal,0.0,2.0
landes,0.0,0.0
rhone,2.3337798,10.0
calvados,6.3855743,0.0
cote_d'or,0.021149803,1.0
eure_et_loir,25.059916,7.0
meuse,0.29629803,3.0
indre_et_loire,0.48771462,0.0
aube,7.9057736,10.0
indre,4.7538013,17.0
val_de_marne,35.29793,38.0
haute_marne,0.0,1.0
herault,10.979589,21.0
gard,5.232726,5.0
paris,62.60061,35.0
haute_vienne,0.08840193,6.0
ardeche,0.35617444,0.0
vaucluse,4.112899,0.0
drome,0.56438744,0.0
pas_de_calais,10.661669,17.0
loiret,6.1718397,2.0
yvelines,18.559826,18.0
jura,4.4190893,5.0
tarn_et_garonne,1.6836869,1.0
manche,1.1636871,0.0
territoire_de_belfort,1.0735399,3.0
eure,15.079002,8.0
val_d'oise,18.471,28.0
pyrenees_orientales,0.0,3.0
hauts_de_seine,41.018238,21.0
moselle,15.570172,25.0
isere,47.97922,0.0
essonne,1.1142602,64.0
nievre,3.8529787,7.0
vosges,6.8960686,0.0
lot,0.0,0.0
haute_saone,8.017727,5.0
seine_maritime,2.192832,7.0
dordogne,0.0,0.0
alpes_de_haute_provence,0.0,2.0
puy_de_dome,2.656114,2.0
haut_rhin,12.763949,8.0
charente_maritime,0.608545,2.0
vienne,0.0,0.0
nord,8.041794,16.0
saone_et_loire,5.0659523,3.0
haute_loire,0.0,1.0
charente,0.0,0.0
loire_atlantique,0.0,0.0
aisne,10.068212,0.0
tarn,0.0,15.0
gironde,3.6613522,1.0
cher,4.8448305,9.0
mayenne,0.0,7.0
doubs,2.9906404,2.0
seine_et_marne,39.73846,9.0
correze,0.0,38.0
gers,0.56950784,0.0
orne,0.0,4.0
maine_et_loire,0.0,1.0
seine_saint_denis,41.218792,82.0
yonne,0.0,1.0
lot_et_garonne,0.0,0.0
haute_savoie,9.136612,5.0
savoie,0.0,0.0
