n,o,l
oise,48.838066,11.0
loire_atlantique,0.4047698,0.0
calvados,12.896206,0.0
hauts_de_seine,164.41682,24.0
tarn_et_garonne,0.3829084,0.0
val_de_marne,67.027214,13.0
alpes_de_haute_provence,0.100722454,0.0
vosges,18.096443,0.0
haute_saone,14.724659,0.0
vaucluse,9.584899,2.0
charente_maritime,1.5146579,0.0
ardeche,3.3584163,0.0
savoie,0.102396235,0.0
loir_et_cher,3.486905,0.0
haute_marne,0.09652446,0.0
alpes_maritimes,12.621838,0.0
drome,11.343413,0.0
meuse,0.10398065,0.0
aude,8.32221,0.0
herault,98.072784,3.0
manche,2.740054,0.0
yvelines,50.800484,4.0
seine_et_marne,43.803894,8.0
ain,5.5653205,0.0
indre_et_loire,4.115077,0.0
correze,0.10001567,0.0
bouches_du_rhone,201.01968,3.0
loiret,12.820252,0.0
moselle,7.7572093,0.0
nord,13.242654,0.0
vienne,0.105749324,0.0
eure_et_loir,19.296661,0.0
puy_de_dome,5.132116,1.0
rhone,24.97196,0.0
ardennes,0.07764691,0.0
charente,0.09151243,0.0
aisne,7.1973505,0.0
var,17.58056,0.0
lot_et_garonne,0.089989156,0.0
loire,0.08610469,1.0
pyrenees_orientales,0.0,0.0
nievre,0.10441781,0.0
aube,13.711552,0.0
maine_et_loire,0.038845472,0.0
haute_savoie,42.615562,0.0
saone_et_loire,2.2162795,0.0
doubs,13.691599,0.0
pyrenees_atlantiques,4.227478,0.0
pas_de_calais,4.410586,0.0
indre,3.8159752,0.0
cote_d'or,2.7397401,0.0
seine_maritime,22.201193,0.0
marne,10.468709,0.0
yonne,0.15770459,0.0
haute_vienne,0.10433632,0.0
seine_saint_denis,120.412895,23.0
bas_rhin,22.495888,0.0
lot,0.0,0.0
landes,33.37543,12.0
haut_rhin,1.3218501,0.0
orne,0.0,0.0
isere,5.5527744,0.0
territoire_de_belfort,14.615473,0.0
haute_garonne,13.2326565,2.0
dordogne,0.10449974,0.0
paris,232.43648,49.0
gard,3.3121934,0.0
mayenne,0.0,0.0
val_d'oise,141.64957,19.0
gironde,21.127714,0.0
cher,14.044288,5.0
eure,6.580477,0.0
jura,0.10523189,0.0
tarn,0.09703703,0.0
haute_loire,0.10396791,0.0
somme,11.749664,0.0
gers,1.2848362,0.0
cantal,0.089226484,2.0
meurthe_et_moselle,4.547698,0.0
hautes_pyrenees,0.0,0.0
essonne,87.627304,45.0
