n,o,l
tarragona,77.12672,0.0
almeria,21.078959,2.0
guadalajara,0.1076521,61.0
lleida,71.69181,48.0
araba/alava,114.79703,20.0
bizkaia,471.36945,154.0
granada,85.08944,47.0
burgos,51.51675,25.0
alicante,207.2919,111.0
valladolid,91.15175,180.0
cuenca,0.10765064,10.0
cordoba,60.662067,21.0
jaen,61.9305,12.0
malaga,129.4341,81.0
valencia,229.82889,25.0
toledo,0.10765569,46.0
avila,40.927456,14.0
barcelona,1496.229,1002.0
zamora,27.656336,5.0
ciudad_real,0.10765441,121.0
palencia,35.133274,9.0
castellon,49.814472,17.0
leon,69.22157,186.0
girona,144.50702,0.0
caceres,65.8694,63.0
gipuzkoa,80.60918,75.0
cadiz,66.74748,43.0
badajoz,39.943714,15.0
albacete,0.1086213,37.0
sevilla,121.25276,76.0
salamanca,118.05142,12.0
soria,57.059162,40.0
huelva,22.019865,7.0
segovia,86.55316,81.0
