n,o,l
tarragona,0.2683964,16.0
almeria,2.6345146,6.0
guadalajara,33.920322,32.0
lleida,34.10151,27.0
araba/alava,23.572563,140.0
bizkaia,136.87204,222.0
granada,37.75972,32.0
burgos,26.956858,42.0
alicante,82.71364,11.0
valladolid,145.6328,49.0
cuenca,13.704595,47.0
cordoba,17.079391,1.0
jaen,18.465635,8.0
malaga,35.53197,17.0
valencia,85.95671,24.0
toledo,26.070303,94.0
avila,22.42263,64.0
barcelona,681.01,268.0
zamora,15.162481,3.0
ciudad_real,96.75114,88.0
palencia,14.766165,36.0
castellon,29.560087,5.0
leon,88.32304,27.0
girona,0.26890948,87.0
caceres,51.278084,4.0
gipuzkoa,56.580963,30.0
cadiz,21.114014,11.0
badajoz,19.019247,3.0
albacete,31.253193,30.0
sevilla,42.857605,12.0
salamanca,45.30507,42.0
soria,31.685959,66.0
huelva,5.3561635,3.0
segovia,67.87767,15.0
