n,o,l
oise,6.1994185,19.0
meurthe_et_moselle,0.5982226,0.0
alpes_maritimes,0.4645391,0.0
marne,0.5925001,1.0
loire,1.3033515,0.0
ain,3.3906102,0.0
pyrenees_atlantiques,3.0793748,0.0
var,1.239713,1.0
aude,0.36789802,2.0
ardennes,0.39920673,2.0
loir_et_cher,0.10257662,0.0
somme,4.093877,7.0
hautes_pyrenees,0.60807294,2.0
haute_garonne,1.7797784,5.0
bouches_du_rhone,1.3514254,7.0
bas_rhin,14.482667,21.0
cantal,0.2381762,1.0
landes,0.1353976,0.0
rhone,3.1106863,0.0
calvados,0.10543893,1.0
cote_d'or,0.42327988,0.0
eure_et_loir,1.8770969,2.0
meuse,0.7384194,0.0
indre_et_loire,0.20725618,4.0
aube,2.051348,5.0
indre,6.9573836,1.0
val_de_marne,12.075227,15.0
haute_marne,0.114886716,0.0
herault,6.2785983,5.0
gard,1.6029761,1.0
paris,14.598114,43.0
haute_vienne,0.52888364,1.0
ardeche,0.21020669,0.0
vaucluse,0.19086277,0.0
drome,0.35256273,0.0
pas_de_calais,5.1174555,10.0
loiret,0.33289707,1.0
yvelines,9.284971,2.0
jura,1.8167058,1.0
tarn_et_garonne,0.21439835,0.0
manche,0.12197393,1.0
territoire_de_belfort,0.542515,0.0
eure,4.2307305,3.0
val_d'oise,6.3571243,6.0
pyrenees_orientales,0.30711314,0.0
hauts_de_seine,6.8715696,8.0
moselle,4.169537,0.0
isere,0.13100949,0.0
essonne,22.802284,24.0
nievre,0.75305855,7.0
vosges,0.10256601,1.0
lot,0.11216867,0.0
haute_saone,0.5712487,0.0
seine_maritime,1.8414469,1.0
dordogne,0.10257989,0.0
alpes_de_haute_provence,0.2053029,3.0
puy_de_dome,0.56108874,0.0
haut_rhin,1.3022208,0.0
charente_maritime,0.6789901,1.0
vienne,0.19186085,2.0
nord,3.5571637,5.0
saone_et_loire,1.5413365,2.0
haute_loire,0.27831838,0.0
charente,0.112329975,0.0
loire_atlantique,0.11217454,0.0
aisne,3.699567,0.0
tarn,0.19129539,2.0
gironde,0.9492,0.0
cher,1.4380336,0.0
mayenne,0.18656594,3.0
doubs,0.88373375,0.0
seine_et_marne,13.27427,3.0
correze,0.078743815,9.0
gers,0.9869689,0.0
orne,1.3146596,5.0
maine_et_loire,0.12928155,5.0
seine_saint_denis,17.797173,11.0
yonne,0.11216867,0.0
lot_et_garonne,0.105911404,0.0
haute_savoie,5.295676,0.0
savoie,0.0704211,1.0
