n,o,l
tarragona,68.84346,52.0
almeria,22.417559,28.0
guadalajara,0.057593152,0.0
lleida,79.269135,59.0
araba/alava,131.01613,97.0
bizkaia,254.6036,900.0
granada,106.17757,48.0
burgos,49.57481,58.0
alicante,204.92801,152.0
valladolid,75.31718,121.0
cuenca,0.057588406,0.0
cordoba,64.44716,41.0
jaen,74.869865,46.0
malaga,97.71004,180.0
valencia,191.64351,215.0
toledo,0.057593152,0.0
avila,36.95789,45.0
barcelona,1557.8328,1560.0
zamora,19.621002,9.0
ciudad_real,0.057593152,0.0
palencia,38.83018,34.0
castellon,51.66222,47.0
leon,88.0536,43.0
girona,99.600464,192.0
caceres,75.851395,26.0
gipuzkoa,85.26409,82.0
cadiz,68.968254,52.0
badajoz,50.5477,25.0
albacete,0.060812555,0.0
sevilla,103.13387,156.0
salamanca,110.43987,131.0
soria,40.598934,104.0
huelva,18.160952,29.0
segovia,78.812195,91.0
