n,o,l
oise,30.014055,78.0
meurthe_et_moselle,6.4452515,9.0
alpes_maritimes,6.4305086,33.0
marne,11.859453,14.0
loire,0.0,1.0
ain,2.6677907,9.0
pyrenees_atlantiques,2.0425594,12.0
var,14.757229,23.0
aude,4.662314,14.0
ardennes,0.6815351,5.0
loir_et_cher,0.5023955,0.0
somme,9.130125,14.0
hautes_pyrenees,0.440923,8.0
haute_garonne,8.624829,24.0
bouches_du_rhone,17.065403,44.0
bas_rhin,140.99326,216.0
cantal,0.0,1.0
landes,0.0,4.0
rhone,3.7908177,9.0
calvados,2.3992715,11.0
cote_d'or,1.4983866,6.0
eure_et_loir,15.090624,28.0
meuse,0.0,1.0
indre_et_loire,3.1982138,9.0
aube,8.0748625,14.0
indre,7.5117764,10.0
val_de_marne,53.0157,81.0
haute_marne,0.621042,3.0
herault,56.07415,58.0
gard,3.470629,12.0
paris,167.589,182.0
haute_vienne,0.844811,3.0
ardeche,0.6240761,8.0
vaucluse,6.9423485,13.0
drome,3.03763,4.0
pas_de_calais,2.1357388,14.0
loiret,11.029573,26.0
yvelines,38.53876,48.0
jura,0.0,2.0
tarn_et_garonne,0.5632021,2.0
manche,1.981572,10.0
territoire_de_belfort,1.5278248,4.0
eure,8.259567,12.0
val_d'oise,77.21059,102.0
pyrenees_orientales,0.0,0.0
hauts_de_seine,111.77335,139.0
moselle,18.183949,17.0
isere,65.07781,81.0
essonne,3.683226,5.0
nievre,0.5878611,5.0
vosges,12.488197,31.0
lot,0.0,1.0
haute_saone,9.462766,6.0
seine_maritime,10.399069,22.0
dordogne,0.27497315,2.0
alpes_de_haute_provence,0.47658092,4.0
puy_de_dome,3.1457868,11.0
haut_rhin,28.814682,58.0
charente_maritime,1.0250001,5.0
vienne,0.0,0.0
nord,8.893791,13.0
saone_et_loire,2.903667,12.0
haute_loire,0.0,0.0
charente,0.0,3.0
loire_atlantique,0.74603033,2.0
aisne,3.4432194,5.0
tarn,0.64701754,27.0
gironde,13.536745,2.0
cher,10.6424055,28.0
mayenne,0.0,8.0
doubs,6.762673,0.0
seine_et_marne,33.239483,3.0
correze,0.0,72.0
gers,1.3426318,0.0
orne,0.96906745,6.0
maine_et_loire,0.0,3.0
seine_saint_denis,89.6152,119.0
yonne,0.0,0.0
lot_et_garonne,0.0,2.0
haute_savoie,18.265465,34.0
savoie,0.21990946,1.0
