n,o,l
oise,54.310932,60.0
loire_atlantique,7.1504135,0.0
calvados,11.141267,7.0
hauts_de_seine,123.57583,95.0
tarn_et_garonne,4.19739,3.0
val_de_marne,73.5791,90.0
alpes_de_haute_provence,8.186572,0.0
vosges,27.52392,10.0
haute_saone,9.367876,6.0
vaucluse,17.174618,3.0
charente_maritime,8.082618,4.0
ardeche,3.9827468,5.0
savoie,3.1540053,1.0
loir_et_cher,2.0387228,1.0
haute_marne,5.7482147,1.0
alpes_maritimes,21.854488,30.0
drome,9.636304,5.0
meuse,5.391603,3.0
aude,13.578996,8.0
herault,57.67406,14.0
manche,8.285701,7.0
yvelines,48.994167,34.0
seine_et_marne,62.459644,96.0
ain,8.098458,6.0
indre_et_loire,10.010981,3.0
correze,0.8700462,0.0
bouches_du_rhone,146.061,102.0
loiret,23.921667,19.0
moselle,30.28485,74.0
nord,15.042582,28.0
vienne,4.2428017,0.0
eure_et_loir,27.303062,37.0
puy_de_dome,12.685846,8.0
rhone,21.354982,13.0
ardennes,5.741871,12.0
charente,2.8646686,0.0
aisne,23.337315,17.0
var,10.193804,3.0
lot_et_garonne,4.0491686,1.0
loire,3.2844994,0.0
pyrenees_orientales,4.983034,3.0
nievre,5.809075,35.0
aube,15.512562,26.0
maine_et_loire,2.3151782,0.0
haute_savoie,25.471546,8.0
saone_et_loire,13.124681,18.0
doubs,13.60333,7.0
pyrenees_atlantiques,9.496385,2.0
pas_de_calais,13.924145,27.0
indre,15.002275,21.0
cote_d'or,10.942545,3.0
seine_maritime,19.989208,23.0
marne,20.453438,18.0
yonne,1.375876,2.0
haute_vienne,5.41191,2.0
seine_saint_denis,97.25169,109.0
bas_rhin,29.25824,12.0
lot,4.0840864,0.0
landes,67.89743,33.0
haut_rhin,0.5872103,1.0
orne,6.611597,0.0
isere,11.113319,4.0
territoire_de_belfort,6.890991,2.0
haute_garonne,16.95468,12.0
dordogne,4.377552,1.0
paris,149.61182,171.0
gard,17.794806,7.0
mayenne,0.8191322,0.0
val_d'oise,71.23068,32.0
gironde,24.542334,11.0
cher,13.221656,6.0
eure,16.146805,26.0
jura,6.2228923,2.0
tarn,5.04771,0.0
haute_loire,8.608494,1.0
somme,15.225792,19.0
gers,7.632968,8.0
cantal,0.0,1.0
meurthe_et_moselle,14.978779,16.0
hautes_pyrenees,7.7685466,6.0
essonne,64.32698,103.0
