n,o,l
tarragona,3.8987267,23.0
almeria,3.3453443,5.0
guadalajara,19.365517,51.0
lleida,37.449806,29.0
araba/alava,26.354141,98.0
bizkaia,143.86813,197.0
granada,38.449825,54.0
burgos,30.192026,32.0
alicante,77.73706,48.0
valladolid,140.91196,55.0
cuenca,11.454075,70.0
cordoba,17.407368,19.0
jaen,24.651518,22.0
malaga,26.66838,170.0
valencia,121.6041,100.0
toledo,16.83679,99.0
avila,26.478186,42.0
barcelona,681.08075,705.0
zamora,17.750216,5.0
ciudad_real,75.36392,178.0
palencia,16.915676,56.0
castellon,35.734352,23.0
leon,52.644657,67.0
girona,0.15957627,182.0
caceres,51.99543,38.0
gipuzkoa,56.100048,57.0
cadiz,14.395646,9.0
badajoz,22.764595,17.0
albacete,25.2178,98.0
sevilla,39.623672,43.0
salamanca,60.19189,49.0
soria,30.5839,33.0
huelva,5.1133842,7.0
segovia,73.2075,35.0
