n,o,l
tarragona,75.59493,0.0
almeria,25.344755,5.0
guadalajara,0.120918885,0.0
lleida,102.456535,97.0
araba/alava,189.13496,40.0
bizkaia,342.87076,210.0
granada,106.62517,47.0
burgos,78.169205,27.0
alicante,132.39972,47.0
valladolid,107.16865,160.0
cuenca,0.12324188,0.0
cordoba,56.292706,32.0
jaen,66.13766,34.0
malaga,120.41317,53.0
valencia,21.461,238.0
toledo,0.12092242,0.0
avila,56.079147,32.0
barcelona,2146.901,1315.0
zamora,13.386589,8.0
ciudad_real,0.123326465,0.0
palencia,34.17006,21.0
castellon,56.270603,22.0
leon,105.27134,57.0
girona,137.4796,0.0
caceres,163.3335,60.0
gipuzkoa,120.635826,47.0
cadiz,0.1287804,14.0
badajoz,68.18301,29.0
albacete,61.17557,0.0
sevilla,124.662834,62.0
salamanca,62.71268,41.0
soria,125.61758,23.0
huelva,15.798494,2.0
segovia,64.50305,91.0
