n,o,l
oise,15.918738,16.0
meurthe_et_moselle,3.522561,1.0
alpes_maritimes,2.5229852,1.0
marne,13.763707,0.0
loire,0.80769587,1.0
ain,16.428217,2.0
pyrenees_atlantiques,4.19361,3.0
var,7.985722,5.0
aude,0.56566894,1.0
ardennes,0.83551,0.0
loir_et_cher,0.5391575,1.0
somme,9.946559,3.0
hautes_pyrenees,7.203309,1.0
haute_garonne,1.5646677,1.0
bouches_du_rhone,19.587723,2.0
bas_rhin,55.905148,26.0
cantal,0.6460186,0.0
landes,0.54146534,1.0
rhone,2.471504,4.0
calvados,4.2366447,0.0
cote_d'or,0.58078516,0.0
eure_et_loir,9.340489,4.0
meuse,1.1785077,0.0
indre_et_loire,0.53779536,2.0
aube,7.98042,4.0
indre,9.260715,2.0
val_de_marne,37.425194,11.0
haute_marne,0.49731764,1.0
herault,16.419182,15.0
gard,3.3800173,15.0
paris,65.270386,16.0
haute_vienne,0.63829124,0.0
ardeche,3.6754136,1.0
vaucluse,3.8050084,2.0
drome,1.1159254,1.0
pas_de_calais,14.903067,39.0
loiret,0.6524507,0.0
yvelines,25.112614,7.0
jura,1.3205981,1.0
tarn_et_garonne,0.5726702,0.0
manche,3.5100505,0.0
territoire_de_belfort,0.6111425,0.0
eure,19.037888,10.0
val_d'oise,25.43217,4.0
pyrenees_orientales,0.62061214,2.0
hauts_de_seine,50.311287,9.0
moselle,23.586231,8.0
isere,45.608807,0.0
essonne,0.8088449,37.0
nievre,3.0961316,2.0
vosges,4.0541296,0.0
lot,0.5698923,0.0
haute_saone,7.819079,15.0
seine_maritime,6.545591,5.0
dordogne,0.54804313,0.0
alpes_de_haute_provence,1.1267055,1.0
puy_de_dome,4.019746,0.0
haut_rhin,14.202775,16.0
charente_maritime,4.758497,5.0
vienne,0.6077528,0.0
nord,9.431561,15.0
saone_et_loire,5.596211,0.0
haute_loire,0.93971944,0.0
charente,0.58969235,0.0
loire_atlantique,0.5500626,0.0
aisne,7.541303,7.0
tarn,0.53562355,1.0
gironde,2.6081471,1.0
cher,4.2914724,6.0
mayenne,0.5921054,0.0
doubs,5.589022,0.0
seine_et_marne,58.451145,6.0
correze,0.58601785,1.0
gers,3.2358656,8.0
orne,0.69425285,1.0
maine_et_loire,0.5871626,0.0
seine_saint_denis,53.40441,8.0
yonne,0.5236627,0.0
lot_et_garonne,0.8996668,0.0
haute_savoie,5.580282,3.0
savoie,0.5343497,0.0
