n,o,l
tarragona,15.059493,0.0
almeria,5.1952176,1.0
guadalajara,6.321607,57.0
lleida,43.23246,38.0
araba/alava,34.0486,21.0
bizkaia,167.90991,152.0
granada,45.216938,32.0
burgos,34.893757,25.0
alicante,80.44026,79.0
valladolid,154.69458,135.0
cuenca,2.9353123,36.0
cordoba,17.062262,21.0
jaen,32.366596,8.0
malaga,35.96667,23.0
valencia,128.71977,113.0
toledo,10.972076,32.0
avila,27.417198,35.0
barcelona,795.2353,638.0
zamora,9.960014,40.0
ciudad_real,40.071438,175.0
palencia,18.86796,16.0
castellon,40.30322,27.0
leon,37.430676,104.0
girona,4.0695534,0.0
caceres,64.046455,21.0
gipuzkoa,76.45087,35.0
cadiz,17.895613,11.0
badajoz,30.982622,5.0
albacete,14.087043,56.0
sevilla,54.00713,17.0
salamanca,33.10223,23.0
soria,71.19879,64.0
huelva,5.7726483,6.0
segovia,87.37915,68.0
