n,o,l
tarragona,11.404472,4.0
almeria,5.458718,13.0
guadalajara,33.87014,18.0
lleida,11.035547,14.0
araba/alava,34.527927,0.0
bizkaia,93.93941,0.0
granada,43.082584,43.0
burgos,14.326685,149.0
alicante,32.45304,80.0
valladolid,63.55798,46.0
cuenca,32.07491,55.0
cordoba,11.159618,21.0
jaen,11.325682,24.0
malaga,48.805492,38.0
valencia,63.83133,55.0
toledo,62.3171,29.0
avila,30.109806,45.0
barcelona,328.8905,356.0
zamora,6.406449,30.0
ciudad_real,111.001175,89.0
palencia,28.971111,16.0
castellon,41.4783,23.0
leon,63.43635,41.0
girona,68.09237,94.0
caceres,12.98756,17.0
gipuzkoa,22.999933,0.0
cadiz,8.47662,15.0
badajoz,4.967273,4.0
albacete,45.40358,86.0
sevilla,17.593159,24.0
salamanca,52.993557,72.0
soria,28.384224,28.0
huelva,3.3207862,9.0
segovia,27.186356,52.0
