n,o,l
oise,7.6366825,25.0
loire_atlantique,0.0,0.0
calvados,0.8922795,0.0
hauts_de_seine,15.0243,3.0
tarn_et_garonne,0.84493124,0.0
val_de_marne,16.298458,4.0
alpes_de_haute_provence,1.0259095,0.0
vosges,1.0158882,7.0
haute_saone,1.8050772,0.0
vaucluse,1.3709694,1.0
charente_maritime,1.3612607,0.0
ardeche,1.531507,0.0
savoie,0.0,0.0
loir_et_cher,0.0,0.0
haute_marne,0.8002611,0.0
alpes_maritimes,1.7911079,0.0
drome,0.83110136,4.0
meuse,1.2518975,0.0
aude,0.8955511,0.0
herault,9.361306,14.0
manche,0.91183954,1.0
yvelines,12.342566,8.0
seine_et_marne,21.344225,8.0
ain,5.6096563,3.0
indre_et_loire,0.7524284,1.0
correze,0.7099745,0.0
bouches_du_rhone,20.670715,51.0
loiret,0.90540344,1.0
moselle,9.683396,0.0
nord,4.6688285,9.0
vienne,0.77421397,0.0
eure_et_loir,3.1716332,7.0
puy_de_dome,1.1593341,1.0
rhone,3.128369,12.0
ardennes,1.0350142,2.0
charente,0.7424647,0.0
aisne,4.512714,1.0
var,2.6426816,1.0
lot_et_garonne,0.0,1.0
loire,0.8174884,0.0
pyrenees_orientales,0.9603012,0.0
nievre,1.6748453,0.0
aube,3.321308,2.0
maine_et_loire,0.81373817,0.0
haute_savoie,2.5159461,6.0
saone_et_loire,2.485401,0.0
doubs,2.689425,1.0
pyrenees_atlantiques,5.2021503,2.0
pas_de_calais,7.369103,3.0
indre,5.874794,3.0
cote_d'or,0.86540073,0.0
seine_maritime,2.7633379,1.0
marne,4.503318,0.0
yonne,0.9333038,0.0
haute_vienne,1.0641384,5.0
seine_saint_denis,28.087543,4.0
bas_rhin,5.8840604,5.0
lot,0.7403431,0.0
landes,4.1698256,0.0
haut_rhin,1.0637132,0.0
orne,0.7508709,1.0
isere,1.0513881,0.0
territoire_de_belfort,0.80256504,0.0
haute_garonne,1.2023667,3.0
dordogne,0.0,0.0
paris,27.312359,8.0
gard,2.5609605,17.0
mayenne,0.8649059,1.0
val_d'oise,11.498104,8.0
gironde,1.6686497,1.0
cher,2.5813792,5.0
eure,7.9452405,4.0
jura,2.116246,10.0
tarn,0.83242345,0.0
haute_loire,0.9539939,0.0
somme,4.883678,11.0
gers,1.3775059,3.0
cantal,1.0355926,0.0
meurthe_et_moselle,1.987421,1.0
hautes_pyrenees,2.0088093,0.0
essonne,30.286728,6.0
