n,o,l
oise,56.980312,0.0
loire_atlantique,1.4515436,0.0
calvados,5.1662865,0.0
hauts_de_seine,121.97967,4.0
tarn_et_garonne,0.8923591,0.0
val_de_marne,73.567665,6.0
alpes_de_haute_provence,1.6752663,0.0
vosges,23.1948,0.0
haute_saone,5.1595855,0.0
vaucluse,9.8899,0.0
charente_maritime,3.8289156,1.0
ardeche,0.5176912,0.0
savoie,0.19789469,0.0
loir_et_cher,0.63806427,0.0
haute_marne,0.86016023,0.0
alpes_maritimes,16.330614,1.0
drome,3.16704,0.0
meuse,1.3154469,0.0
aude,7.732498,0.0
herault,48.9741,5.0
manche,3.100844,0.0
yvelines,45.327248,3.0
seine_et_marne,57.925934,5.0
ain,4.498351,68.0
indre_et_loire,4.0973034,0.0
correze,0.5999882,0.0
bouches_du_rhone,138.81699,9.0
loiret,19.254728,0.0
moselle,31.060263,1.0
nord,8.771755,0.0
vienne,0.66177785,0.0
eure_et_loir,21.981627,1.0
puy_de_dome,7.603187,2.0
rhone,16.797644,2.0
ardennes,1.5595603,0.0
charente,0.32909083,0.0
aisne,20.46139,0.0
var,8.067097,0.0
lot_et_garonne,0.6184297,0.0
loire,0.6694361,0.0
pyrenees_orientales,0.6395287,0.0
nievre,3.8005402,0.0
aube,13.642828,0.0
maine_et_loire,0.4474778,0.0
haute_savoie,23.196764,0.0
saone_et_loire,7.4252954,6.0
doubs,6.2423844,0.0
pyrenees_atlantiques,5.7415223,0.0
pas_de_calais,11.317064,0.0
indre,12.508473,0.0
cote_d'or,3.7043371,0.0
seine_maritime,14.2955265,1.0
marne,15.889246,2.0
yonne,0.40495238,0.0
haute_vienne,1.0584302,0.0
seine_saint_denis,103.91583,7.0
bas_rhin,24.393341,0.0
lot,0.68440104,0.0
landes,62.440258,0.0
haut_rhin,0.57291985,0.0
orne,0.9068081,0.0
isere,3.873747,0.0
territoire_de_belfort,2.0823982,0.0
haute_garonne,10.965079,2.0
dordogne,0.7462098,0.0
paris,151.17108,35.0
gard,12.014294,1.0
mayenne,0.06765234,0.0
val_d'oise,65.47259,25.0
gironde,19.775629,0.0
cher,11.045027,0.0
eure,10.260194,0.0
jura,1.8442075,0.0
tarn,0.7004425,0.0
haute_loire,0.47299936,0.0
somme,13.241428,0.0
gers,3.0879202,0.0
cantal,0.71452373,2.0
meurthe_et_moselle,8.435243,0.0
hautes_pyrenees,4.2455177,0.0
essonne,63.040497,17.0
