n,o,l
oise,28.670708,69.0
loire_atlantique,0.10215397,0.0
calvados,8.872405,4.0
hauts_de_seine,99.182335,102.0
tarn_et_garonne,0.10213096,21.0
val_de_marne,36.534943,95.0
alpes_de_haute_provence,0.07994428,0.0
vosges,12.5789795,17.0
haute_saone,10.74573,8.0
vaucluse,6.224416,8.0
charente_maritime,0.09967472,1.0
ardeche,5.0658026,4.0
savoie,0.10137568,4.0
loir_et_cher,1.2803608,1.0
haute_marne,0.062120847,1.0
alpes_maritimes,4.0857787,4.0
drome,7.5976624,0.0
meuse,0.0,6.0
aude,5.1393976,12.0
herault,61.79867,20.0
manche,1.6615667,4.0
yvelines,29.521122,50.0
seine_et_marne,26.99483,84.0
ain,9.187677,11.0
indre_et_loire,2.5317495,5.0
correze,0.039451186,3.0
bouches_du_rhone,125.662224,166.0
loiret,6.9181194,21.0
moselle,4.478841,90.0
nord,4.8400598,32.0
vienne,0.079586975,0.0
eure_et_loir,10.175284,33.0
puy_de_dome,2.7184043,10.0
rhone,14.161743,32.0
ardennes,0.07172252,3.0
charente,0.02510351,4.0
aisne,1.2899776,21.0
var,23.935982,12.0
lot_et_garonne,0.0,1.0
loire,0.046375155,0.0
pyrenees_orientales,0.0,2.0
nievre,0.07096304,8.0
aube,5.8857536,28.0
maine_et_loire,0.0,0.0
haute_savoie,28.040276,14.0
saone_et_loire,0.41704452,14.0
doubs,5.425369,13.0
pyrenees_atlantiques,4.37662,3.0
pas_de_calais,1.6205236,20.0
indre,2.3605886,15.0
cote_d'or,1.895272,2.0
seine_maritime,12.1939535,13.0
marne,5.9424806,16.0
yonne,3.5758505,1.0
haute_vienne,0.09900423,2.0
seine_saint_denis,79.76402,73.0
bas_rhin,10.579814,19.0
lot,0.031854317,1.0
landes,21.80692,67.0
haut_rhin,0.2655974,4.0
orne,0.0,1.0
isere,1.6529348,9.0
territoire_de_belfort,10.97344,4.0
haute_garonne,7.5841184,6.0
dordogne,0.09748533,0.0
paris,162.68166,125.0
gard,1.0575432,6.0
mayenne,0.0,1.0
val_d'oise,105.917,45.0
gironde,13.832205,12.0
cher,8.78522,31.0
eure,2.509239,27.0
jura,0.046849847,1.0
tarn,0.0,2.0
haute_loire,0.0,0.0
somme,7.4580803,20.0
gers,0.118826665,5.0
cantal,0.0,0.0
meurthe_et_moselle,2.9523454,9.0
hautes_pyrenees,0.95904934,8.0
essonne,63.522373,101.0
