n,o,l
oise,8.610054,16.0
loire_atlantique,0.0,0.0
calvados,1.9179456,0.0
hauts_de_seine,27.342878,9.0
tarn_et_garonne,0.0,0.0
val_de_marne,19.037252,11.0
alpes_de_haute_provence,1.0698919,1.0
vosges,2.7658825,0.0
haute_saone,3.5657153,15.0
vaucluse,2.5855129,2.0
charente_maritime,0.0,5.0
ardeche,2.000529,1.0
savoie,0.0,0.0
loir_et_cher,0.0,1.0
haute_marne,0.0,1.0
alpes_maritimes,1.6503258,1.0
drome,0.88599503,1.0
meuse,0.0,0.0
aude,0.024267793,1.0
herault,8.768555,15.0
manche,2.4788487,0.0
yvelines,12.294983,7.0
seine_et_marne,29.762383,6.0
ain,8.496735,2.0
indre_et_loire,0.6117041,2.0
correze,0.0,1.0
bouches_du_rhone,29.314966,26.0
loiret,0.6149254,0.0
moselle,10.374273,8.0
nord,5.133551,15.0
vienne,0.50881237,0.0
eure_et_loir,5.011423,4.0
puy_de_dome,1.7312472,0.0
rhone,2.7637177,5.0
ardennes,0.9000619,0.0
charente,0.0,0.0
aisne,4.310135,7.0
var,4.2729683,4.0
lot_et_garonne,0.0,0.0
loire,0.40606844,1.0
pyrenees_orientales,0.56763923,2.0
nievre,2.1648216,2.0
aube,4.4501705,4.0
maine_et_loire,0.0,0.0
haute_savoie,3.5514004,3.0
saone_et_loire,2.821722,0.0
doubs,2.8344965,0.0
pyrenees_atlantiques,2.6585774,3.0
pas_de_calais,8.29793,39.0
indre,5.094497,2.0
cote_d'or,0.11570952,0.0
seine_maritime,5.06379,5.0
marne,9.113007,0.0
yonne,0.892411,0.0
haute_vienne,0.6658652,0.0
seine_saint_denis,28.425474,8.0
bas_rhin,10.28536,2.0
lot,0.5530065,0.0
landes,0.6556044,16.0
haut_rhin,8.309529,1.0
orne,0.0,1.0
isere,0.60567075,0.0
territoire_de_belfort,0.64396393,0.0
haute_garonne,1.1577693,1.0
dordogne,0.0,0.0
paris,34.294243,16.0
gard,2.0471344,15.0
mayenne,0.5487403,0.0
val_d'oise,13.65416,4.0
gironde,2.014832,1.0
cher,2.8186355,6.0
eure,10.035196,10.0
jura,1.0966429,1.0
tarn,0.0,1.0
haute_loire,0.99386865,0.0
somme,5.462136,3.0
gers,2.0456421,8.0
cantal,0.65315896,0.0
meurthe_et_moselle,1.8465735,1.0
hautes_pyrenees,3.8328505,1.0
essonne,26.358196,37.0
