n,o,l
tarragona,71.95256,0.0
almeria,17.905035,12.0
guadalajara,0.114795074,31.0
lleida,63.963867,62.0
araba/alava,94.62918,43.0
bizkaia,361.9934,203.0
granada,79.72309,15.0
burgos,43.982716,63.0
alicante,151.74986,55.0
valladolid,83.7046,164.0
cuenca,0.114781976,39.0
cordoba,69.68376,36.0
jaen,53.572994,12.0
malaga,96.90621,42.0
valencia,182.80145,97.0
toledo,0.11479974,95.0
avila,35.62559,21.0
barcelona,1324.915,1041.0
zamora,23.462723,23.0
ciudad_real,0.11479904,154.0
palencia,32.81728,3.0
castellon,42.073505,59.0
leon,59.288162,70.0
girona,141.51347,0.0
caceres,54.797726,90.0
gipuzkoa,50.235382,69.0
cadiz,55.16194,28.0
badajoz,31.950254,29.0
albacete,0.115927294,32.0
sevilla,96.086105,64.0
salamanca,50.856647,22.0
soria,92.96406,42.0
huelva,23.477142,3.0
segovia,77.5126,109.0
