n,o,l
oise,2.3133063,3.0
loire_atlantique,0.0,0.0
calvados,0.0,0.0
hauts_de_seine,1.4602604,3.0
tarn_et_garonne,0.10917913,1.0
val_de_marne,1.9631075,1.0
alpes_de_haute_provence,0.112237364,0.0
vosges,0.10090266,0.0
haute_saone,2.1580667,0.0
vaucluse,0.092596956,2.0
charente_maritime,0.0,0.0
ardeche,0.112306386,0.0
savoie,0.09667314,0.0
loir_et_cher,0.10425332,0.0
haute_marne,0.10409577,0.0
alpes_maritimes,0.09601147,0.0
drome,0.061134845,0.0
meuse,0.09418042,0.0
aude,0.108737186,0.0
herault,2.03058,4.0
manche,0.09984373,0.0
yvelines,2.3309298,1.0
seine_et_marne,2.9617293,2.0
ain,0.0,0.0
indre_et_loire,0.029746987,0.0
correze,0.10403778,0.0
bouches_du_rhone,4.3863215,3.0
loiret,0.09494141,2.0
moselle,0.22289734,0.0
nord,1.4041444,0.0
vienne,0.09910163,0.0
eure_et_loir,0.0010288134,0.0
puy_de_dome,0.11160163,0.0
rhone,0.0,0.0
ardennes,0.10880472,0.0
charente,0.0,0.0
aisne,0.0,0.0
var,0.0,0.0
lot_et_garonne,0.06278962,0.0
loire,0.0,0.0
pyrenees_orientales,0.11108789,0.0
nievre,0.10700681,0.0
aube,0.04258962,0.0
maine_et_loire,0.0,0.0
haute_savoie,0.0,0.0
saone_et_loire,0.053335477,0.0
doubs,0.11171776,1.0
pyrenees_atlantiques,0.10856953,0.0
pas_de_calais,5.6212173,0.0
indre,0.0071055666,0.0
cote_d'or,0.09259248,0.0
seine_maritime,0.13278654,0.0
marne,0.11157394,0.0
yonne,0.10788721,0.0
haute_vienne,0.1083526,0.0
seine_saint_denis,2.5001338,3.0
bas_rhin,0.0,0.0
lot,0.0,0.0
landes,3.9045208,1.0
haut_rhin,0.027674235,0.0
orne,0.104094766,0.0
isere,0.10139802,0.0
territoire_de_belfort,0.10432788,0.0
haute_garonne,0.2359331,1.0
dordogne,0.10092296,0.0
paris,8.468753,16.0
gard,3.372723,0.0
mayenne,0.0,0.0
val_d'oise,0.9387377,3.0
gironde,0.09948912,0.0
cher,0.33749667,0.0
eure,0.051258378,1.0
jura,0.080222376,1.0
tarn,0.1000446,0.0
haute_loire,0.10745352,0.0
somme,3.034545,0.0
gers,0.0,0.0
cantal,0.10053043,0.0
meurthe_et_moselle,0.09474202,0.0
hautes_pyrenees,0.11172674,0.0
essonne,6.2992644,0.0
