n,o,l
tarragona,42.266186,4.0
almeria,26.865097,13.0
guadalajara,26.629553,18.0
lleida,43.664738,14.0
araba/alava,39.89326,0.0
bizkaia,181.7875,0.0
granada,57.2576,43.0
burgos,27.23362,149.0
alicante,26.737494,80.0
valladolid,47.178238,46.0
cuenca,21.745485,55.0
cordoba,35.080097,21.0
jaen,23.52688,24.0
malaga,76.69544,38.0
valencia,55.112507,55.0
toledo,30.696615,29.0
avila,47.33768,45.0
barcelona,595.91394,356.0
zamora,16.31516,30.0
ciudad_real,91.80319,89.0
palencia,35.578938,16.0
castellon,38.404346,23.0
leon,53.462036,41.0
girona,161.63815,94.0
caceres,31.068169,17.0
gipuzkoa,40.92,0.0
cadiz,31.767841,15.0
badajoz,20.397821,4.0
albacete,30.210585,86.0
sevilla,46.28933,24.0
salamanca,53.14365,72.0
soria,91.956345,28.0
huelva,19.735222,9.0
segovia,62.892517,52.0
