n,o,l
oise,48.813873,11.0
loire_atlantique,0.0,0.0
calvados,2.721734,0.0
hauts_de_seine,85.9031,21.0
tarn_et_garonne,3.6158369,1.0
val_de_marne,72.81396,38.0
alpes_de_haute_provence,0.0,2.0
vosges,14.030631,0.0
haute_saone,3.8802295,5.0
vaucluse,1.8487245,0.0
charente_maritime,1.372121,2.0
ardeche,0.5989357,0.0
savoie,0.0,0.0
loir_et_cher,0.0,0.0
haute_marne,0.0,1.0
alpes_maritimes,8.37794,5.0
drome,1.3745184,0.0
meuse,1.0188802,3.0
aude,4.0933514,3.0
herault,24.755762,21.0
manche,1.447723,0.0
yvelines,28.939096,18.0
seine_et_marne,64.222084,38.0
ain,5.544382,5.0
indre_et_loire,0.4152034,0.0
correze,0.0,0.0
bouches_du_rhone,97.14542,34.0
loiret,13.07474,2.0
moselle,44.804127,25.0
nord,18.986982,16.0
vienne,0.0,0.0
eure_et_loir,27.153233,7.0
puy_de_dome,5.811099,2.0
rhone,15.749858,5.0
ardennes,2.102572,4.0
charente,0.0,0.0
aisne,17.9936,15.0
var,12.23534,10.0
lot_et_garonne,0.0,0.0
loire,0.0,0.0
pyrenees_orientales,0.0,3.0
nievre,10.036242,7.0
aube,13.499395,10.0
maine_et_loire,0.0,0.0
haute_savoie,9.32665,5.0
saone_et_loire,10.89002,3.0
doubs,4.8252444,9.0
pyrenees_atlantiques,0.24011116,18.0
pas_de_calais,16.402697,17.0
indre,10.913617,17.0
cote_d'or,1.2738523,1.0
seine_maritime,14.670764,7.0
marne,12.252132,4.0
yonne,0.0,1.0
haute_vienne,0.0,6.0
seine_saint_denis,84.87809,82.0
bas_rhin,12.725247,9.0
lot,0.0,0.0
landes,33.366062,8.0
haut_rhin,0.0,1.0
orne,0.0,0.0
isere,2.1041625,3.0
territoire_de_belfort,0.0,0.0
haute_garonne,4.1329794,1.0
dordogne,0.0,0.0
paris,122.67838,35.0
gard,5.393147,5.0
mayenne,0.0,2.0
val_d'oise,33.482227,28.0
gironde,9.97931,9.0
cher,7.914307,7.0
eure,22.914309,8.0
jura,1.3183804,5.0
tarn,0.0,1.0
haute_loire,0.0,1.0
somme,15.548561,14.0
gers,1.1506406,4.0
cantal,0.0,2.0
meurthe_et_moselle,5.2153015,4.0
hautes_pyrenees,3.2697988,1.0
essonne,73.53352,64.0
