n,o,l
oise,69.33513,11.0
meurthe_et_moselle,4.5452137,0.0
alpes_maritimes,5.081934,0.0
marne,11.788578,0.0
loire,1.6077929,1.0
ain,0.0,0.0
pyrenees_atlantiques,11.629536,0.0
var,26.0738,0.0
aude,10.88561,0.0
ardennes,1.8881512,0.0
loir_et_cher,8.540503,0.0
somme,11.08827,0.0
hautes_pyrenees,1.9454345,0.0
haute_garonne,5.6520033,2.0
bouches_du_rhone,29.50372,0.0
bas_rhin,237.2022,3.0
cantal,0.7694912,2.0
landes,0.5180254,0.0
rhone,9.457125,0.0
calvados,13.224363,0.0
cote_d'or,3.971807,0.0
eure_et_loir,25.278759,0.0
meuse,5.4106526,0.0
indre_et_loire,5.559106,0.0
aube,21.668667,0.0
indre,10.009823,0.0
val_de_marne,71.597626,13.0
haute_marne,1.5630475,0.0
herault,84.66864,3.0
gard,9.860276,0.0
paris,236.65337,49.0
haute_vienne,3.8644757,0.0
ardeche,2.9167757,0.0
vaucluse,8.763033,2.0
drome,3.3612537,0.0
pas_de_calais,7.154943,0.0
loiret,21.938862,0.0
yvelines,52.072456,4.0
jura,1.2358246,0.0
tarn_et_garonne,2.259274,0.0
manche,5.1030226,0.0
territoire_de_belfort,11.694668,0.0
eure,13.668819,0.0
val_d'oise,140.37384,19.0
pyrenees_orientales,0.42041165,0.0
hauts_de_seine,164.83168,24.0
moselle,11.665113,0.0
isere,94.36969,45.0
essonne,3.3357725,0.0
nievre,1.6854573,0.0
vosges,22.620993,0.0
lot,4.9872217,0.0
haute_saone,19.481472,0.0
seine_maritime,37.345776,0.0
dordogne,3.390121,0.0
alpes_de_haute_provence,3.1545038,0.0
puy_de_dome,7.8512383,1.0
haut_rhin,24.91982,12.0
charente_maritime,3.5391028,0.0
vienne,0.7380389,0.0
nord,12.590769,0.0
saone_et_loire,4.306832,0.0
haute_loire,0.4544332,0.0
charente,3.7174637,0.0
loire_atlantique,1.6924552,0.0
aisne,6.6825247,0.0
tarn,2.198253,0.0
gironde,1.5023303,0.0
cher,19.087044,5.0
mayenne,20.563372,0.0
doubs,0.0,0.0
seine_et_marne,22.316965,8.0
correze,44.493317,0.0
gers,1.250286,0.0
orne,5.0821853,0.0
maine_et_loire,5.3769636,0.0
seine_saint_denis,127.0112,23.0
yonne,8.446015,0.0
lot_et_garonne,1.1305419,0.0
haute_savoie,29.79765,0.0
savoie,0.0,0.0
