n,o,l
E08000016,11.698298,21.0
E09000001,0.15653916,0.0
E06000051,8.396049,11.0
E06000039,4.999343,4.0
E09000005,18.832882,6.0
E09000020,1.1683459,4.0
E08000001,19.794626,10.0
E06000004,2.4836874,3.0
E08000012,24.662657,23.0
E09000010,9.651237,18.0
E09000002,5.067484,3.0
E08000022,5.7137403,2.0
E08000031,14.847334,18.0
E10000013,29.386084,13.0
E08000032,14.537041,28.0
E08000035,33.39956,25.0
E08000003,21.090376,14.0
E06000035,10.582677,5.0
E06000042,6.0458584,4.0
E06000008,4.3867364,6.0
E06000059,1.4136527,6.0
E06000015,1.1473739,8.0
E06000011,12.757592,22.0
E08000024,26.627758,16.0
E06000003,2.0943596,5.0
E06000024,1.4790143,3.0
E06000049,21.220287,27.0
E08000037,14.4391775,7.0
E10000015,39.687378,25.0
E06000016,9.536372,13.0
E10000016,112.80731,77.0
E08000017,9.436278,6.0
E06000018,6.02866,1.0
E08000002,12.306848,8.0
E06000050,14.371984,16.0
E06000045,6.972871,4.0
E10000027,13.00517,9.0
E09000017,9.360864,30.0
E06000001,0.58142203,3.0
E10000031,25.151102,2.0
E10000006,27.117529,29.0
E10000030,59.781456,28.0
E08000019,45.86115,54.0
E06000055,7.024231,5.0
E10000020,43.216118,31.0
E10000003,12.678596,11.0
E06000044,0.84160405,2.0
E09000004,8.993234,9.0
E10000019,18.762691,13.0
E06000020,2.9104512,8.0
E09000029,16.259447,2.0
E06000012,0.36655357,2.0
E09000015,10.629901,10.0
E06000030,7.2562313,4.0
E10000018,19.945421,18.0
E10000012,42.52072,76.0
E09000008,17.269472,8.0
E06000054,6.7747517,3.0
E08000015,23.559912,12.0
E08000008,6.8776226,5.0
E06000006,3.5372324,1.0
E06000052,8.574815,6.0
E09000023,10.799931,5.0
E08000009,7.0520787,8.0
E10000025,34.279263,24.0
E06000007,9.239762,10.0
E08000036,7.108358,6.0
E09000021,1.0322053,2.0
E09000009,5.09167,4.0
E08000004,15.113072,8.0
E08000005,16.552351,8.0
E08000027,10.318846,4.0
E09000016,15.798732,21.0
E08000014,7.445772,5.0
E10000024,15.857057,12.0
E06000022,20.531157,6.0
E08000023,1.4365064,0.0
E09000018,12.1050205,12.0
E06000037,6.1995926,7.0
E08000007,5.653692,7.0
E08000010,16.948545,15.0
E06000040,21.143488,12.0
E10000011,1.0578796,4.0
E06000036,9.576259,9.0
E10000014,1.9057909,1.0
E06000046,61.74103,40.0
E10000034,0.320718,1.0
E08000021,27.229887,13.0
E08000034,13.758265,11.0
E06000027,9.166378,7.0
E06000032,4.6080475,17.0
E06000026,10.287151,3.0
E10000028,3.2833345,19.0
E10000032,39.395664,27.0
E06000033,26.076075,18.0
E06000013,0.69529265,4.0
E09000022,6.760994,5.0
E08000026,8.597074,4.0
E09000027,9.135835,15.0
E08000013,1.6955603,2.0
E06000041,8.15264,10.0
E06000047,7.927473,8.0
E06000017,32.22538,33.0
E10000021,0.22961323,0.0
E08000025,19.504622,1.0
E10000008,59.06501,37.0
E08000018,14.301125,7.0
E06000005,17.012323,13.0
E10000017,1.3656508,5.0
E06000009,65.45518,40.0
E08000030,12.582185,11.0
E06000057,14.277802,22.0
E06000038,18.077461,13.0
E10000007,12.488823,9.0
E10000023,20.934793,51.0
E06000031,15.61721,18.0
E08000033,1.8356476,5.0
E06000043,0.9933458,4.0
E09000003,6.0420923,4.0
E06000014,9.534398,7.0
E10000029,3.1859481,8.0
E10000002,31.708347,33.0
E09000006,16.442886,19.0
E08000011,9.903645,8.0
E06000021,7.823942,12.0
E09000026,4.5439157,5.0
E06000056,4.9423943,15.0
E06000002,10.4498625,13.0
E06000034,14.144626,6.0
