n,o,l
oise,68.73927,38.0
meurthe_et_moselle,8.275223,3.0
alpes_maritimes,17.977255,14.0
marne,18.217438,12.0
loire,0.0,2.0
ain,5.6249075,23.0
pyrenees_atlantiques,5.775511,7.0
var,20.04521,17.0
aude,6.91193,13.0
ardennes,1.3885568,4.0
loir_et_cher,0.0,2.0
somme,16.568045,20.0
hautes_pyrenees,4.6111097,6.0
haute_garonne,9.892146,7.0
bouches_du_rhone,27.54017,21.0
bas_rhin,139.3823,106.0
cantal,0.0,0.0
landes,0.11314896,0.0
rhone,5.9445534,20.0
calvados,8.345921,5.0
cote_d'or,3.4467952,2.0
eure_et_loir,24.113886,43.0
meuse,1.8104341,1.0
indre_et_loire,2.2866602,6.0
aube,13.246554,12.0
indre,12.289349,8.0
val_de_marne,87.839035,61.0
haute_marne,0.0,1.0
herault,49.520664,34.0
gard,11.731839,7.0
paris,170.88086,114.0
haute_vienne,0.0,4.0
ardeche,1.1734746,7.0
vaucluse,8.817594,4.0
drome,2.381178,6.0
pas_de_calais,13.974327,35.0
loiret,19.645617,20.0
yvelines,45.65727,33.0
jura,1.1375779,3.0
tarn_et_garonne,0.0,0.0
manche,2.9975653,5.0
territoire_de_belfort,3.3959084,7.0
eure,16.432959,63.0
val_d'oise,69.84027,48.0
pyrenees_orientales,0.0,4.0
hauts_de_seine,132.85612,95.0
moselle,37.263943,6.0
isere,76.98288,78.0
essonne,1.7595835,4.0
nievre,3.249862,2.0
vosges,22.618752,25.0
lot,0.0,0.0
haute_saone,18.31447,7.0
seine_maritime,4.9471526,13.0
dordogne,0.0,1.0
alpes_de_haute_provence,0.7171028,0.0
puy_de_dome,7.957305,8.0
haut_rhin,66.79564,31.0
charente_maritime,3.7933824,4.0
vienne,0.0,1.0
nord,16.150429,22.0
saone_et_loire,7.7231007,10.0
haute_loire,0.0021277512,1.0
charente,0.0,0.0
loire_atlantique,0.9947575,0.0
aisne,24.413155,39.0
tarn,0.0,0.0
gironde,20.2959,10.0
cher,10.205169,14.0
mayenne,0.0,0.0
doubs,5.893686,10.0
seine_et_marne,65.699524,79.0
correze,0.0,0.0
gers,1.5112047,3.0
orne,0.0,0.0
maine_et_loire,0.0,0.0
seine_saint_denis,114.62566,81.0
yonne,0.0,1.0
lot_et_garonne,0.019105889,5.0
haute_savoie,25.715929,27.0
savoie,0.20645444,1.0
