n,o,l
oise,62.725502,4.0
meurthe_et_moselle,13.886525,0.0
alpes_maritimes,9.679221,3.0
marne,22.197657,7.0
loire,2.588559,1.0
ain,0.59649396,2.0
pyrenees_atlantiques,9.623797,4.0
var,25.524971,2.0
aude,12.327655,1.0
ardennes,0.0,2.0
loir_et_cher,11.527026,0.0
somme,10.456551,9.0
hautes_pyrenees,0.0,0.0
haute_garonne,11.661256,5.0
bouches_du_rhone,11.586338,6.0
bas_rhin,283.6301,20.0
cantal,2.6134417,0.0
landes,0.8271434,0.0
rhone,6.0760837,0.0
calvados,27.776009,0.0
cote_d'or,11.966525,1.0
eure_et_loir,25.204697,0.0
meuse,7.2644644,0.0
indre_et_loire,11.855466,1.0
aube,11.419029,2.0
indre,9.648503,6.0
val_de_marne,34.007595,20.0
haute_marne,2.721168,0.0
herault,78.26674,20.0
gard,9.19894,2.0
paris,163.91624,95.0
haute_vienne,5.674542,0.0
ardeche,0.12551004,0.0
vaucluse,20.451694,1.0
drome,13.829593,3.0
pas_de_calais,14.120086,4.0
loiret,20.633345,7.0
yvelines,47.362274,16.0
jura,7.8641763,0.0
tarn_et_garonne,1.9005085,2.0
manche,12.024535,0.0
territoire_de_belfort,7.6310787,0.0
eure,9.248891,0.0
val_d'oise,103.9536,36.0
pyrenees_orientales,0.30266482,1.0
hauts_de_seine,126.10916,30.0
moselle,19.139837,0.0
isere,54.489536,50.0
essonne,11.737243,1.0
nievre,1.288751,4.0
vosges,36.754353,6.0
lot,0.9814239,0.0
haute_saone,13.117408,0.0
seine_maritime,33.105328,10.0
dordogne,6.1638603,2.0
alpes_de_haute_provence,2.6647542,0.0
puy_de_dome,3.6489348,3.0
haut_rhin,17.783764,16.0
charente_maritime,7.842475,0.0
vienne,6.0460215,0.0
nord,17.836994,7.0
saone_et_loire,6.859479,0.0
haute_loire,0.49853748,0.0
charente,2.7638617,0.0
loire_atlantique,0.99110115,2.0
aisne,0.87563664,2.0
tarn,10.450105,1.0
gironde,2.7580392,3.0
cher,28.18091,12.0
mayenne,14.374433,0.0
doubs,0.9829336,0.0
seine_et_marne,10.858506,13.0
correze,33.145947,0.0
gers,0.7903045,2.0
orne,1.5543954,4.0
maine_et_loire,4.0638933,0.0
seine_saint_denis,92.13592,65.0
yonne,1.4249061,0.0
lot_et_garonne,0.9821709,1.0
haute_savoie,34.207058,5.0
savoie,1.1238436,0.0
