n,o,l
tarragona,66.99793,54.0
almeria,14.753035,7.0
guadalajara,0.112077646,0.0
lleida,35.96477,85.0
araba/alava,67.82753,62.0
bizkaia,203.48024,251.0
granada,52.67469,50.0
burgos,26.283798,21.0
alicante,83.64381,41.0
valladolid,59.39392,157.0
cuenca,0.1120695,0.0
cordoba,54.17754,14.0
jaen,32.495853,17.0
malaga,52.5134,74.0
valencia,125.001495,61.0
toledo,0.112079255,0.0
avila,42.636826,34.0
barcelona,894.17017,1032.0
zamora,16.589348,2.0
ciudad_real,0.1120805,0.0
palencia,21.306992,24.0
castellon,38.888412,7.0
leon,55.955082,29.0
girona,115.17342,0.0
caceres,44.907696,29.0
gipuzkoa,38.324997,118.0
cadiz,30.471018,20.0
badajoz,17.311907,19.0
albacete,0.11250584,0.0
sevilla,63.462456,44.0
salamanca,74.00985,88.0
soria,32.878033,13.0
huelva,11.123887,4.0
segovia,85.49461,97.0
