n,o,l
oise,19.764784,51.0
meurthe_et_moselle,3.4993527,11.0
alpes_maritimes,0.3740767,15.0
marne,7.4140434,19.0
loire,0.74029964,1.0
ain,0.6864675,4.0
pyrenees_atlantiques,0.8956834,9.0
var,3.182564,16.0
aude,2.9132502,9.0
ardennes,0.9064324,2.0
loir_et_cher,0.51563364,0.0
somme,4.3902435,13.0
hautes_pyrenees,0.9184413,4.0
haute_garonne,5.8771772,8.0
bouches_du_rhone,9.280247,20.0
bas_rhin,87.98069,106.0
cantal,0.5399126,0.0
landes,0.52510667,3.0
rhone,0.6904713,7.0
calvados,0.22438458,6.0
cote_d'or,2.1397035,8.0
eure_et_loir,5.8869257,27.0
meuse,0.2629948,2.0
indre_et_loire,3.1807544,4.0
aube,6.1495094,12.0
indre,4.936844,13.0
val_de_marne,32.354725,69.0
haute_marne,1.1015817,1.0
herault,15.742414,66.0
gard,2.8929303,18.0
paris,96.35928,121.0
haute_vienne,1.4181768,0.0
ardeche,0.575471,1.0
vaucluse,6.9604435,14.0
drome,0.96930647,9.0
pas_de_calais,2.6850183,15.0
loiret,7.8511863,23.0
yvelines,23.121758,48.0
jura,0.35244778,3.0
tarn_et_garonne,0.981056,2.0
manche,2.6480782,2.0
territoire_de_belfort,1.7522765,8.0
eure,5.9020643,13.0
val_d'oise,37.73469,43.0
pyrenees_orientales,0.15240791,2.0
hauts_de_seine,69.22212,115.0
moselle,7.142465,27.0
isere,39.410408,41.0
essonne,1.4685783,3.0
nievre,0.58153814,4.0
vosges,8.666433,28.0
lot,0.3649497,1.0
haute_saone,3.3836122,3.0
seine_maritime,1.6649419,17.0
dordogne,0.95489085,2.0
alpes_de_haute_provence,1.1327908,5.0
puy_de_dome,2.0301695,11.0
haut_rhin,18.499002,84.0
charente_maritime,2.029286,3.0
vienne,0.062355988,1.0
nord,3.278071,11.0
saone_et_loire,2.7704432,9.0
haute_loire,0.3133624,6.0
charente,0.54740465,0.0
loire_atlantique,0.2945368,0.0
aisne,0.08233498,5.0
tarn,1.3823811,22.0
gironde,0.73052645,0.0
cher,9.9148445,19.0
mayenne,8.7162895,11.0
doubs,0.3624318,0.0
seine_et_marne,3.6229708,10.0
correze,22.622925,73.0
gers,0.0,0.0
orne,1.409434,4.0
maine_et_loire,0.40532807,0.0
seine_saint_denis,49.35685,98.0
yonne,0.0,0.0
lot_et_garonne,0.0,1.0
haute_savoie,3.1575966,22.0
savoie,0.15398657,0.0
