n,o,l
tarragona,3.7144713,26.0
almeria,2.939537,14.0
guadalajara,18.145134,33.0
lleida,33.01292,38.0
araba/alava,22.999239,37.0
bizkaia,127.66703,142.0
granada,34.556217,54.0
burgos,27.150124,72.0
alicante,70.65278,32.0
valladolid,127.424,31.0
cuenca,10.732463,107.0
cordoba,15.696127,5.0
jaen,22.010715,23.0
malaga,23.668945,59.0
valencia,109.14847,160.0
toledo,15.855001,80.0
avila,23.726974,15.0
barcelona,605.21484,771.0
zamora,16.172894,23.0
ciudad_real,70.71466,96.0
palencia,15.050848,14.0
castellon,32.299007,56.0
leon,47.834812,73.0
girona,0.1371584,0.0
caceres,46.455296,23.0
gipuzkoa,50.176777,35.0
cadiz,12.94277,17.0
badajoz,20.240137,38.0
albacete,23.676743,36.0
sevilla,35.03156,30.0
salamanca,53.6592,52.0
soria,28.08315,77.0
huelva,4.563625,19.0
segovia,65.19317,33.0
