n,o,l
oise,75.774124,63.0
meurthe_et_moselle,13.532907,16.0
alpes_maritimes,25.626081,10.0
marne,19.492243,14.0
loire,2.2038257,1.0
ain,7.855836,10.0
pyrenees_atlantiques,11.551309,6.0
var,25.925945,9.0
aude,15.507084,15.0
ardennes,4.963156,0.0
loir_et_cher,4.065159,2.0
somme,14.902738,15.0
hautes_pyrenees,9.166481,2.0
haute_garonne,20.790054,12.0
bouches_du_rhone,43.370365,0.0
bas_rhin,241.17705,156.0
cantal,0.7171004,0.0
landes,5.7599216,0.0
rhone,11.449248,13.0
calvados,13.696982,2.0
cote_d'or,8.687039,2.0
eure_et_loir,27.27324,113.0
meuse,2.0603204,6.0
indre_et_loire,10.159925,2.0
aube,18.725225,26.0
indre,11.028731,8.0
val_de_marne,76.34234,101.0
haute_marne,3.8456352,2.0
herault,81.23433,23.0
gard,11.645502,35.0
paris,198.93268,188.0
haute_vienne,4.322761,5.0
ardeche,9.813297,0.0
vaucluse,18.081343,31.0
drome,8.396973,0.0
pas_de_calais,16.294958,31.0
loiret,25.13913,15.0
yvelines,56.222313,72.0
jura,3.3276088,36.0
tarn_et_garonne,3.4825828,0.0
manche,11.727083,8.0
territoire_de_belfort,8.717934,5.0
eure,13.716076,37.0
val_d'oise,107.00945,53.0
pyrenees_orientales,1.069959,2.0
hauts_de_seine,159.7014,112.0
moselle,24.148645,0.0
isere,71.59452,178.0
essonne,11.026977,12.0
nievre,4.240086,4.0
vosges,32.191914,11.0
lot,3.328377,0.0
haute_saone,12.058516,12.0
seine_maritime,26.93946,32.0
dordogne,3.92166,0.0
alpes_de_haute_provence,4.5827527,2.0
puy_de_dome,9.721643,10.0
haut_rhin,48.362125,4.0
charente_maritime,6.8047805,3.0
vienne,0.38931,2.0
nord,16.741594,19.0
saone_et_loire,11.369685,12.0
haute_loire,0.37744743,1.0
charente,4.9862022,2.0
loire_atlantique,2.6057172,0.0
aisne,4.4562793,15.0
tarn,21.457268,6.0
gironde,3.050764,12.0
cher,30.07095,14.0
mayenne,15.689628,1.0
doubs,0.8017026,11.0
seine_et_marne,11.909717,133.0
correze,63.97357,1.0
gers,0.67738986,4.0
orne,6.2465205,3.0
maine_et_loire,4.874343,0.0
seine_saint_denis,111.0267,123.0
yonne,0.9457041,0.0
lot_et_garonne,2.000909,0.0
haute_savoie,40.65215,43.0
savoie,1.2267448,2.0
