n,o,l
tarragona,18.439375,0.0
almeria,8.736568,3.0
guadalajara,43.269768,7.0
lleida,45.090164,0.0
araba/alava,34.578266,0.0
bizkaia,178.70403,0.0
granada,32.78595,12.0
burgos,56.928894,29.0
alicante,58.51123,135.0
valladolid,110.49951,0.0
cuenca,78.5723,126.0
cordoba,13.227133,1.0
jaen,25.091658,15.0
malaga,54.48767,16.0
valencia,123.29972,135.0
toledo,176.05403,103.0
avila,29.126005,30.0
barcelona,1040.9885,55.0
zamora,30.233898,19.0
ciudad_real,148.50937,51.0
palencia,8.1823225,4.0
castellon,39.958035,35.0
leon,111.47581,35.0
girona,0.18509096,0.0
caceres,68.47332,3.0
gipuzkoa,43.448315,0.0
cadiz,43.574512,5.0
badajoz,23.243475,17.0
albacete,24.335321,97.0
sevilla,40.71257,40.0
salamanca,43.117847,86.0
soria,57.768776,32.0
huelva,8.904233,0.0
segovia,66.06451,26.0
