n,o,l
oise,50.292076,41.0
loire_atlantique,0.6493435,0.0
calvados,2.9133751,3.0
hauts_de_seine,95.47531,83.0
tarn_et_garonne,0.113394976,0.0
val_de_marne,59.75029,62.0
alpes_de_haute_provence,0.47144327,2.0
vosges,16.816427,9.0
haute_saone,2.1696885,24.0
vaucluse,6.3415313,7.0
charente_maritime,1.5596232,2.0
ardeche,0.7821133,4.0
savoie,0.0,0.0
loir_et_cher,0.0,0.0
haute_marne,0.0,0.0
alpes_maritimes,14.091705,0.0
drome,2.2766635,3.0
meuse,1.0679698,0.0
aude,4.749507,0.0
herault,36.477234,14.0
manche,1.6388798,8.0
yvelines,31.069225,52.0
seine_et_marne,48.60797,99.0
ain,2.5179641,12.0
indre_et_loire,1.7492034,4.0
correze,0.0,0.0
bouches_du_rhone,104.44049,112.0
loiret,13.678204,1.0
moselle,24.869888,7.0
nord,10.90961,17.0
vienne,0.0,0.0
eure_et_loir,16.541328,19.0
puy_de_dome,6.424309,18.0
rhone,6.475815,11.0
ardennes,0.3921023,1.0
charente,0.0,0.0
aisne,15.129356,17.0
var,12.087861,6.0
lot_et_garonne,0.0,0.0
loire,0.0,10.0
pyrenees_orientales,0.00031492114,1.0
nievre,2.5098708,8.0
aube,9.8661375,21.0
maine_et_loire,0.0,0.0
haute_savoie,17.924826,7.0
saone_et_loire,4.672666,11.0
doubs,3.7130938,7.0
pyrenees_atlantiques,4.341639,1.0
pas_de_calais,9.106313,21.0
indre,8.143572,13.0
cote_d'or,2.9512713,1.0
seine_maritime,11.0460205,12.0
marne,11.923959,15.0
yonne,0.0,4.0
haute_vienne,0.0,0.0
seine_saint_denis,85.88712,77.0
bas_rhin,19.320421,25.0
lot,0.0,1.0
landes,47.245228,18.0
haut_rhin,0.0,3.0
orne,0.04238355,1.0
isere,0.9731529,2.0
territoire_de_belfort,2.0932267,3.0
haute_garonne,8.43456,5.0
dordogne,0.0,0.0
paris,122.96707,115.0
gard,9.69649,10.0
mayenne,0.0,1.0
val_d'oise,51.224514,34.0
gironde,13.840022,7.0
cher,6.8611703,10.0
eure,11.099597,31.0
jura,0.83882654,2.0
tarn,0.0,1.0
haute_loire,0.47670722,6.0
somme,12.169023,23.0
gers,1.075288,12.0
cantal,0.0,1.0
meurthe_et_moselle,4.8175445,2.0
hautes_pyrenees,2.3798118,10.0
essonne,57.392757,41.0
