n,o,l
tarragona,24.732029,0.0
almeria,10.264403,0.0
guadalajara,44.598057,26.0
lleida,26.04874,0.0
araba/alava,60.81204,0.0
bizkaia,170.63252,0.0
granada,54.837963,0.0
burgos,25.63492,62.0
alicante,36.14478,82.0
valladolid,80.7588,48.0
cuenca,44.614826,95.0
cordoba,18.689396,0.0
jaen,16.367615,0.0
malaga,95.38696,0.0
valencia,74.882774,91.0
toledo,78.219765,59.0
avila,40.69681,12.0
barcelona,640.52576,0.0
zamora,9.675643,6.0
ciudad_real,138.95451,88.0
palencia,32.27232,8.0
castellon,48.080463,23.0
leon,83.91985,31.0
girona,140.45825,0.0
caceres,26.790623,5.0
gipuzkoa,45.252407,0.0
cadiz,51.94721,0.0
badajoz,13.981068,2.0
albacete,6.7809086,73.0
sevilla,33.36994,0.0
salamanca,47.694878,112.0
soria,70.9439,75.0
huelva,5.0328,0.0
segovia,48.264263,35.0
