n,o,l
oise,50.996803,5.0
meurthe_et_moselle,6.708179,0.0
alpes_maritimes,12.616896,0.0
marne,14.224731,0.0
loire,0.39693463,0.0
ain,9.659733,4.0
pyrenees_atlantiques,1.632183,18.0
var,14.612644,2.0
aude,6.933935,0.0
ardennes,4.655439,5.0
loir_et_cher,0.2784132,0.0
somme,17.39789,2.0
hautes_pyrenees,4.812244,1.0
haute_garonne,5.0733147,0.0
bouches_du_rhone,14.692963,0.0
bas_rhin,97.5724,12.0
cantal,0.3649174,4.0
landes,0.35769016,0.0
rhone,11.65856,1.0
calvados,3.2422009,0.0
cote_d'or,1.43095,0.0
eure_et_loir,28.998571,0.0
meuse,0.9882313,0.0
indre_et_loire,1.6661878,0.0
aube,16.239946,0.0
indre,12.427259,1.0
val_de_marne,73.82574,8.0
haute_marne,0.2328014,0.0
herault,25.246223,8.0
gard,5.0815234,1.0
paris,124.51234,50.0
haute_vienne,0.75729954,0.0
ardeche,2.269709,0.0
vaucluse,2.391067,0.0
drome,2.3180966,0.0
pas_de_calais,19.794947,2.0
loiret,15.406358,0.0
yvelines,31.782026,3.0
jura,2.2779179,2.0
tarn_et_garonne,4.423222,0.0
manche,2.688243,0.0
territoire_de_belfort,3.9457903,0.0
eure,29.582521,5.0
val_d'oise,36.054104,8.0
pyrenees_orientales,0.8145799,0.0
hauts_de_seine,88.37838,9.0
moselle,38.867844,0.0
isere,78.290764,3.0
essonne,0.99208564,0.0
nievre,14.734112,0.0
vosges,15.378131,0.0
lot,0.31526974,0.0
haute_saone,5.271594,2.0
seine_maritime,15.447533,2.0
dordogne,0.31001836,0.0
alpes_de_haute_provence,0.2846948,0.0
puy_de_dome,7.463621,6.0
haut_rhin,32.317913,0.0
charente_maritime,2.5822542,0.0
vienne,0.29595357,0.0
nord,21.91447,0.0
saone_et_loire,11.4145975,0.0
haute_loire,0.3791408,0.0
charente,0.19704485,0.0
loire_atlantique,0.27974024,0.0
aisne,20.375587,1.0
tarn,0.16663027,0.0
gironde,10.286297,0.0
cher,11.326232,0.0
mayenne,0.20861697,0.0
doubs,6.4134865,1.0
seine_et_marne,68.16958,9.0
correze,0.61296105,0.0
gers,2.611698,0.0
orne,0.37380666,0.0
maine_et_loire,0.30353492,0.0
seine_saint_denis,84.67947,10.0
yonne,0.37055153,0.0
lot_et_garonne,0.9786646,0.0
haute_savoie,12.4212885,1.0
savoie,0.62907577,0.0
