n,o,l
tarragona,86.90829,97.0
almeria,29.221796,11.0
guadalajara,0.099464655,0.0
lleida,118.40647,59.0
araba/alava,218.45045,100.0
bizkaia,394.70596,342.0
granada,122.627495,62.0
burgos,90.334236,47.0
alicante,154.18387,147.0
valladolid,123.569695,79.0
cuenca,0.10123895,0.0
cordoba,65.07844,54.0
jaen,75.79546,33.0
malaga,139.3252,81.0
valencia,24.70534,202.0
toledo,0.09946837,0.0
avila,64.39426,48.0
barcelona,2471.4631,1178.0
zamora,15.319622,52.0
ciudad_real,0.10131346,0.0
palencia,39.278996,24.0
castellon,64.15641,37.0
leon,121.12611,59.0
girona,160.18547,128.0
caceres,187.57881,119.0
gipuzkoa,138.33495,68.0
cadiz,0.108307295,57.0
badajoz,78.30573,39.0
albacete,69.966286,0.0
sevilla,143.28189,91.0
salamanca,73.01935,97.0
soria,144.23233,27.0
huelva,18.286581,13.0
segovia,74.04978,75.0
