n,o,l
oise,55.43065,63.0
meurthe_et_moselle,12.771042,16.0
alpes_maritimes,26.63176,10.0
marne,18.09484,14.0
loire,0.89004457,1.0
ain,14.035189,10.0
pyrenees_atlantiques,4.48544,6.0
var,15.837193,9.0
aude,10.269656,15.0
ardennes,10.287535,0.0
loir_et_cher,0.6629958,2.0
somme,20.858942,15.0
hautes_pyrenees,6.5857058,2.0
haute_garonne,10.742399,12.0
bouches_du_rhone,17.089901,0.0
bas_rhin,96.134514,156.0
cantal,0.80950046,0.0
landes,0.60502946,0.0
rhone,14.862003,13.0
calvados,7.105453,2.0
cote_d'or,3.6749046,2.0
eure_et_loir,36.887383,113.0
meuse,3.7423337,6.0
indre_et_loire,3.559896,2.0
aube,20.016586,26.0
indre,16.24428,8.0
val_de_marne,78.80146,101.0
haute_marne,0.53303194,2.0
herault,31.636574,23.0
gard,10.535811,35.0
paris,144.53778,188.0
haute_vienne,1.9881234,5.0
ardeche,5.4764175,0.0
vaucluse,3.6191192,31.0
drome,7.27325,0.0
pas_de_calais,27.771692,31.0
loiret,19.085964,15.0
yvelines,34.290775,72.0
jura,4.7951827,36.0
tarn_et_garonne,2.4980192,0.0
manche,6.663687,8.0
territoire_de_belfort,5.8735094,5.0
eure,39.956795,37.0
val_d'oise,39.270756,53.0
pyrenees_orientales,3.3893702,2.0
hauts_de_seine,95.24531,112.0
moselle,60.63301,0.0
isere,89.05918,178.0
essonne,2.01898,12.0
nievre,30.66823,4.0
vosges,17.801239,11.0
lot,0.72063375,0.0
haute_saone,6.9660378,12.0
seine_maritime,19.164883,32.0
dordogne,0.58068156,0.0
alpes_de_haute_provence,0.9883915,2.0
puy_de_dome,9.999473,10.0
haut_rhin,36.486008,4.0
charente_maritime,5.380809,3.0
vienne,0.4550664,2.0
nord,26.116701,19.0
saone_et_loire,14.0097,12.0
haute_loire,0.9522871,1.0
charente,0.38862664,2.0
loire_atlantique,0.779117,0.0
aisne,27.447048,15.0
tarn,0.7105093,6.0
gironde,12.658447,12.0
cher,7.3204236,14.0
mayenne,0.26461563,1.0
doubs,7.702058,11.0
seine_et_marne,80.9647,133.0
correze,1.3589456,1.0
gers,6.847419,4.0
orne,0.47188058,3.0
maine_et_loire,0.7550975,0.0
seine_saint_denis,98.7207,123.0
yonne,0.8179122,0.0
lot_et_garonne,2.2162254,0.0
haute_savoie,17.721214,43.0
savoie,0.7768487,2.0
