n,o,l
oise,3.0575876,0.0
loire_atlantique,0.0,0.0
calvados,0.22428021,0.0
hauts_de_seine,1.0744661,2.0
tarn_et_garonne,0.40323052,0.0
val_de_marne,2.013781,0.0
alpes_de_haute_provence,0.37623575,0.0
vosges,0.17876124,0.0
haute_saone,0.0,0.0
vaucluse,0.39642918,0.0
charente_maritime,0.26486957,0.0
ardeche,0.35994858,0.0
savoie,0.0,0.0
loir_et_cher,0.28295103,0.0
haute_marne,0.2772649,0.0
alpes_maritimes,0.2833639,0.0
drome,0.4006986,0.0
meuse,0.0,0.0
aude,0.38961545,0.0
herault,0.74184066,3.0
manche,0.38249227,0.0
yvelines,0.34060118,0.0
seine_et_marne,1.2581706,0.0
ain,0.3949794,0.0
indre_et_loire,0.36557844,4.0
correze,0.27744752,0.0
bouches_du_rhone,3.9031248,2.0
loiret,0.38873604,0.0
moselle,0.17772202,0.0
nord,0.23575348,0.0
vienne,0.0,0.0
eure_et_loir,0.36994526,0.0
puy_de_dome,0.3924737,0.0
rhone,0.1908811,1.0
ardennes,0.009353898,0.0
charente,0.0,0.0
aisne,0.36097667,0.0
var,0.33728608,0.0
lot_et_garonne,0.38575593,0.0
loire,0.40626445,0.0
pyrenees_orientales,0.31358492,0.0
nievre,0.29706192,0.0
aube,0.359553,0.0
maine_et_loire,0.17863107,0.0
haute_savoie,0.0,0.0
saone_et_loire,0.0,0.0
doubs,0.34210107,0.0
pyrenees_atlantiques,0.35799226,0.0
pas_de_calais,1.7814481,0.0
indre,0.3028478,0.0
cote_d'or,0.35765874,0.0
seine_maritime,0.3853906,0.0
marne,0.24165887,0.0
yonne,0.38609228,0.0
haute_vienne,0.3824849,0.0
seine_saint_denis,1.3762776,0.0
bas_rhin,0.2979259,0.0
lot,0.0,0.0
landes,0.0,0.0
haut_rhin,0.3658443,0.0
orne,0.2825358,0.0
isere,0.3701228,0.0
territoire_de_belfort,0.0,0.0
haute_garonne,0.36146125,0.0
dordogne,0.0,0.0
paris,7.523767,0.0
gard,0.0,0.0
mayenne,0.35244086,0.0
val_d'oise,0.5945842,0.0
gironde,0.2777181,0.0
cher,0.28112665,0.0
eure,0.31934166,1.0
jura,0.40793276,0.0
tarn,0.28275532,0.0
haute_loire,0.0,0.0
somme,0.72770524,0.0
gers,0.3600183,0.0
cantal,0.3987912,1.0
meurthe_et_moselle,0.2785131,0.0
hautes_pyrenees,0.33718356,0.0
essonne,4.317058,1.0
