n,o,l
oise,33.10484,19.0
loire_atlantique,0.2963841,0.0
calvados,3.7162874,1.0
hauts_de_seine,61.97585,22.0
tarn_et_garonne,2.2583487,0.0
val_de_marne,54.25732,17.0
alpes_de_haute_provence,0.3228266,0.0
vosges,12.512643,0.0
haute_saone,3.8159194,4.0
vaucluse,6.6092067,2.0
charente_maritime,2.5064507,2.0
ardeche,1.0068994,4.0
savoie,0.38775712,3.0
loir_et_cher,0.29732823,0.0
haute_marne,0.2983229,2.0
alpes_maritimes,7.0515194,1.0
drome,1.6083599,0.0
meuse,0.7741022,7.0
aude,4.586245,3.0
herault,19.761616,8.0
manche,2.1358926,0.0
yvelines,25.513098,11.0
seine_et_marne,54.177086,31.0
ain,5.874537,14.0
indre_et_loire,1.3387197,0.0
correze,0.12631512,1.0
bouches_du_rhone,87.19381,55.0
loiret,9.921377,0.0
moselle,25.850077,5.0
nord,12.268296,7.0
vienne,0.34330195,0.0
eure_et_loir,34.71307,11.0
puy_de_dome,4.847588,4.0
rhone,13.243699,4.0
ardennes,1.7060179,4.0
charente,0.21139835,0.0
aisne,15.654119,12.0
var,11.471005,5.0
lot_et_garonne,0.30845267,0.0
loire,0.35610795,0.0
pyrenees_orientales,0.4074747,1.0
nievre,6.400296,3.0
aube,11.593356,9.0
maine_et_loire,0.31404015,1.0
haute_savoie,12.802398,8.0
saone_et_loire,10.268511,8.0
doubs,5.2673755,2.0
pyrenees_atlantiques,1.5409786,1.0
pas_de_calais,14.915692,25.0
indre,9.703182,6.0
cote_d'or,1.202573,1.0
seine_maritime,12.627109,10.0
marne,7.071366,7.0
yonne,0.28195685,3.0
haute_vienne,0.6450132,1.0
seine_saint_denis,61.870655,56.0
bas_rhin,9.48988,4.0
lot,0.18717434,0.0
landes,21.295471,3.0
haut_rhin,0.40894103,1.0
orne,0.19957054,0.0
isere,2.0309482,2.0
territoire_de_belfort,2.01686,0.0
haute_garonne,4.9098854,13.0
dordogne,0.33757147,0.0
paris,91.13932,42.0
gard,7.5960317,8.0
mayenne,0.29893598,0.0
val_d'oise,28.025198,24.0
gironde,7.085132,1.0
cher,6.9622555,9.0
eure,20.076717,19.0
jura,8.461685,13.0
tarn,0.49384266,1.0
haute_loire,0.34455746,0.0
somme,11.419618,18.0
gers,1.4347725,7.0
cantal,0.3716454,1.0
meurthe_et_moselle,4.3479,0.0
hautes_pyrenees,3.051234,7.0
essonne,63.04922,83.0
