n,o,l
E08000016,30.338194,21.0
E09000001,5.1456013,0.0
E06000051,14.568759,9.0
E06000039,12.709864,18.0
E09000005,62.4951,28.0
E09000020,26.601038,19.0
E08000001,27.49917,24.0
E06000004,14.6302805,19.0
E08000012,44.992928,67.0
E09000010,30.325983,32.0
E09000002,19.455807,22.0
E08000022,17.281713,26.0
E08000031,24.8901,15.0
E10000013,35.33167,54.0
E08000032,23.01293,33.0
E08000035,28.21065,64.0
E08000003,31.86283,59.0
E06000035,18.603065,37.0
E06000042,19.186079,20.0
E06000008,11.67592,14.0
E06000059,11.163772,9.0
E06000015,24.557936,14.0
E06000011,21.550297,20.0
E08000024,53.35992,49.0
E06000003,12.469753,12.0
E06000024,12.759284,4.0
E06000049,20.222023,28.0
E08000037,34.321865,44.0
E10000015,90.97325,78.0
E06000016,28.024752,22.0
E10000016,83.318085,120.0
E08000017,19.530617,8.0
E06000018,19.031357,22.0
E08000002,13.140206,28.0
E06000050,20.163782,30.0
E06000045,22.049522,15.0
E10000027,13.445277,10.0
E09000017,31.773312,27.0
E06000001,9.5435505,11.0
E10000031,32.53264,37.0
E10000006,64.1747,72.0
E10000030,91.893974,117.0
E08000019,90.908134,49.0
E06000055,15.925443,16.0
E10000020,29.160826,51.0
E10000003,29.432148,26.0
E06000044,17.82851,8.0
E09000004,24.221228,40.0
E10000019,29.226305,29.0
E06000020,10.786677,12.0
E09000029,23.944206,29.0
E06000012,9.966023,3.0
E09000015,36.207516,29.0
E06000030,10.969924,17.0
E10000018,43.507317,20.0
E10000012,90.76214,90.0
E09000008,63.75796,44.0
E06000054,16.420366,10.0
E08000015,19.308296,47.0
E08000008,17.522808,10.0
E06000006,13.936116,12.0
E06000052,20.374504,14.0
E09000023,37.99669,29.0
E08000009,19.981138,19.0
E10000025,57.589714,72.0
E06000007,24.344637,31.0
E08000036,18.348936,23.0
E09000021,14.099156,14.0
E09000009,21.275068,18.0
E08000004,43.003365,44.0
E08000005,20.329008,42.0
E08000027,19.841255,27.0
E09000016,28.9425,19.0
E08000014,28.797308,33.0
E10000024,31.420668,38.0
E06000022,41.14405,36.0
E08000023,7.9305787,7.0
E09000018,24.829401,19.0
E06000037,29.286917,22.0
E08000007,12.386672,11.0
E08000010,24.597988,28.0
E06000040,27.712038,33.0
E10000011,13.520282,10.0
E06000036,26.804565,28.0
E10000014,11.351563,11.0
E06000046,82.97732,115.0
E10000034,7.1682158,2.0
E08000021,41.980648,43.0
E08000034,32.842667,40.0
E06000027,22.598715,26.0
E06000032,12.424024,6.0
E06000026,8.796998,8.0
E10000028,26.08496,30.0
E10000032,50.824997,56.0
E06000033,17.141966,18.0
E06000013,37.267574,55.0
E09000022,11.123019,5.0
E08000026,52.21513,39.0
E09000027,28.556856,22.0
E08000013,20.772762,14.0
E06000041,23.815142,31.0
E06000047,14.220466,10.0
E06000017,25.174604,63.0
E10000021,9.121884,0.0
E08000025,67.74876,24.0
E10000008,127.04265,84.0
E08000018,19.10377,25.0
E06000005,28.973814,21.0
E10000017,11.071349,11.0
E06000009,115.00529,106.0
E08000030,14.701333,10.0
E06000057,31.732042,33.0
E06000038,17.295137,30.0
E10000007,12.364644,13.0
E10000023,45.33091,36.0
E06000031,30.538424,32.0
E08000033,9.615762,9.0
E06000043,12.400578,7.0
E09000003,12.165632,16.0
E06000014,57.117012,44.0
E10000029,9.485505,13.0
E10000002,31.200502,27.0
E09000006,30.443563,37.0
E08000011,22.701239,15.0
E06000021,15.292876,11.0
E09000026,29.110395,47.0
E06000056,19.33159,19.0
E06000002,18.931635,25.0
E06000034,44.198208,36.0
