n,o,l
oise,4.5092297,19.0
meurthe_et_moselle,0.3969219,0.0
alpes_maritimes,0.37843272,1.0
marne,4.5997024,7.0
loire,0.3349353,0.0
ain,25.028112,14.0
pyrenees_atlantiques,2.1581593,1.0
var,3.0718312,4.0
aude,0.23757586,3.0
ardennes,0.77917504,4.0
loir_et_cher,0.035374686,0.0
somme,2.7183032,18.0
hautes_pyrenees,1.3759899,7.0
haute_garonne,0.8564577,13.0
bouches_du_rhone,7.250568,4.0
bas_rhin,21.161278,55.0
cantal,0.5218717,1.0
landes,0.09979935,0.0
rhone,2.7182887,5.0
calvados,0.87608016,1.0
cote_d'or,0.39097857,1.0
eure_et_loir,2.2848566,11.0
meuse,0.48016337,7.0
indre_et_loire,0.30296707,0.0
aube,2.3209388,9.0
indre,2.068107,6.0
val_de_marne,12.785916,17.0
haute_marne,0.2917937,2.0
herault,6.9986715,8.0
gard,1.4912423,8.0
paris,33.54218,42.0
haute_vienne,0.27088356,1.0
ardeche,0.8125417,4.0
vaucluse,1.30757,2.0
drome,0.5177876,0.0
pas_de_calais,5.719381,25.0
loiret,0.2479029,0.0
yvelines,5.664779,11.0
jura,0.4423287,13.0
tarn_et_garonne,0.50407946,0.0
manche,1.6678293,0.0
territoire_de_belfort,0.39144704,2.0
eure,7.19158,19.0
val_d'oise,19.086908,24.0
pyrenees_orientales,0.0,1.0
hauts_de_seine,18.12037,22.0
moselle,11.633001,5.0
isere,22.289394,83.0
essonne,0.37587762,0.0
nievre,1.1026541,3.0
vosges,1.9388416,0.0
lot,0.3154827,0.0
haute_saone,1.2976148,4.0
seine_maritime,2.8383405,10.0
dordogne,0.037814096,0.0
alpes_de_haute_provence,0.71278775,0.0
puy_de_dome,1.4931405,4.0
haut_rhin,2.8697615,3.0
charente_maritime,0.86414754,2.0
vienne,0.20553914,0.0
nord,3.0931513,7.0
saone_et_loire,4.5746665,8.0
haute_loire,0.57612836,0.0
charente,0.03525023,3.0
loire_atlantique,0.21602497,0.0
aisne,0.04486371,0.0
tarn,2.3064208,12.0
gironde,0.4198477,1.0
cher,1.402723,1.0
mayenne,1.9591262,9.0
doubs,0.04824008,0.0
seine_et_marne,1.2707127,2.0
correze,16.01238,31.0
gers,0.19081047,1.0
orne,1.0982035,7.0
maine_et_loire,0.404887,1.0
seine_saint_denis,19.880812,56.0
yonne,0.4284653,3.0
lot_et_garonne,0.27228495,0.0
haute_savoie,2.1384368,8.0
savoie,0.21857813,1.0
