n,o,l
E08000016,13.27967,12.0
E09000001,1.4743882,0.0
E06000051,9.928591,18.0
E06000039,4.832906,4.0
E09000005,5.687622,2.0
E09000020,2.8943377,1.0
E08000001,9.262508,12.0
E06000004,5.498197,11.0
E08000012,17.543488,10.0
E09000010,8.624572,3.0
E09000002,3.0631201,3.0
E08000022,5.148408,1.0
E08000031,17.165743,18.0
E10000013,18.505116,19.0
E08000032,22.499395,27.0
E08000035,31.568413,20.0
E08000003,13.542824,17.0
E06000035,6.0370617,13.0
E06000042,4.640085,4.0
E06000008,4.9719405,6.0
E06000059,3.0080554,4.0
E06000015,8.732728,3.0
E06000011,18.636728,15.0
E08000024,12.291671,28.0
E06000003,6.538932,7.0
E06000024,5.000826,11.0
E06000049,18.073875,18.0
E08000037,13.124309,32.0
E10000015,27.013983,40.0
E06000016,11.78661,20.0
E10000016,62.58587,55.0
E08000017,11.401045,1.0
E06000018,9.219816,9.0
E08000002,9.992188,10.0
E06000050,15.1841345,12.0
E06000045,6.2054777,11.0
E10000027,8.981382,13.0
E09000017,5.1746206,4.0
E06000001,5.8292894,7.0
E10000031,20.58864,10.0
E10000006,25.403748,12.0
E10000030,25.184221,20.0
E08000019,34.64312,15.0
E06000055,7.3402257,7.0
E10000020,32.20499,40.0
E10000003,12.895169,22.0
E06000044,4.935343,1.0
E09000004,5.8618135,6.0
E10000019,11.130278,13.0
E06000020,5.754942,5.0
E09000029,3.9649193,2.0
E06000012,2.5104923,0.0
E09000015,9.6137495,16.0
E06000030,3.878155,1.0
E10000018,14.587893,13.0
E10000012,53.99098,44.0
E09000008,11.252259,11.0
E06000054,5.1733956,2.0
E08000015,13.34735,9.0
E08000008,5.9957476,9.0
E06000006,3.5165465,3.0
E06000052,7.5003657,4.0
E09000023,5.499853,4.0
E08000009,8.351052,13.0
E10000025,20.110176,29.0
E06000007,9.931645,10.0
E08000036,9.111499,5.0
E09000021,4.853211,1.0
E09000009,7.3833733,3.0
E08000004,8.77164,5.0
E08000005,7.1368704,25.0
E08000027,9.114662,13.0
E09000016,5.1710906,11.0
E08000014,8.646854,9.0
E10000024,17.378511,4.0
E06000022,2.547282,7.0
E08000023,15.293498,0.0
E09000018,4.5754776,9.0
E06000037,4.295994,14.0
E08000007,11.768874,4.0
E08000010,16.502707,13.0
E06000040,3.6631382,10.0
E10000011,5.939963,2.0
E06000036,3.6574135,8.0
E10000014,35.03968,1.0
E06000046,3.3112407,22.0
E10000034,14.176639,3.0
E08000021,10.582709,8.0
E08000034,12.824381,12.0
E06000027,3.5544555,10.0
E06000032,10.985086,0.0
E06000026,3.9623783,16.0
E10000028,28.407164,2.0
E10000032,13.106036,21.0
E06000033,3.1734102,12.0
E06000013,9.715704,13.0
E09000022,5.620676,6.0
E08000026,6.8082104,3.0
E09000027,2.3369682,4.0
E08000013,10.196651,1.0
E06000041,5.627264,1.0
E06000047,24.742624,0.0
E06000017,1.5647655,41.0
E10000021,9.286151,1.0
E08000025,27.476767,14.0
E10000008,12.802358,27.0
E08000018,15.922986,4.0
E06000005,10.32491,5.0
E10000017,40.21763,14.0
E06000009,12.360793,40.0
E08000030,20.342495,7.0
E06000057,9.4190855,3.0
E06000038,8.431437,10.0
E10000007,34.797115,6.0
E10000023,23.987658,22.0
E06000031,6.827488,30.0
E08000033,3.7703383,8.0
E06000043,2.4266813,3.0
E09000003,5.840652,4.0
E06000014,8.321375,7.0
E10000029,22.851025,14.0
E10000002,12.064609,41.0
E09000006,8.29526,10.0
E08000011,8.601316,7.0
E06000021,11.949532,14.0
E09000026,4.4286895,7.0
E06000056,10.566515,14.0
E06000002,11.139577,11.0
E06000034,3.6126404,13.0
