n,o,l
E08000016,8.208289,12.0
E09000001,0.0,0.0
E06000051,7.2696214,18.0
E06000039,1.3185996,4.0
E09000005,2.838174,2.0
E09000020,0.0,1.0
E08000001,7.2394986,12.0
E06000004,3.73945,11.0
E08000012,14.225736,10.0
E09000010,2.793247,3.0
E09000002,0.0,3.0
E08000022,3.2680252,1.0
E08000031,14.118021,18.0
E10000013,12.805995,19.0
E08000032,23.015509,27.0
E08000035,26.614668,20.0
E08000003,11.618049,17.0
E06000035,3.1504462,13.0
E06000042,3.3131866,4.0
E06000008,2.006986,6.0
E06000059,0.0,4.0
E06000015,2.7076423,3.0
E06000011,17.727854,15.0
E08000024,12.246111,28.0
E06000003,2.143539,7.0
E06000024,2.289432,11.0
E06000049,13.975911,18.0
E08000037,13.614468,32.0
E10000015,29.040304,40.0
E06000016,8.043818,20.0
E10000016,62.200195,55.0
E08000017,12.564219,1.0
E06000018,2.9345975,9.0
E08000002,6.1660795,10.0
E06000050,12.150606,12.0
E06000045,3.902569,11.0
E10000027,6.812093,13.0
E09000017,0.51975745,4.0
E06000001,1.7946264,7.0
E10000031,15.943004,10.0
E10000006,30.143858,12.0
E10000030,20.500341,20.0
E08000019,28.390438,15.0
E06000055,5.4544935,7.0
E10000020,33.174767,40.0
E10000003,12.668764,22.0
E06000044,0.0,1.0
E09000004,2.298108,6.0
E10000019,7.957221,13.0
E06000020,1.6068841,5.0
E09000029,0.7512861,2.0
E06000012,0.0,0.0
E09000015,6.725274,16.0
E06000030,0.6702691,1.0
E10000018,11.450633,13.0
E10000012,43.69798,44.0
E09000008,8.203384,11.0
E06000054,3.418021,2.0
E08000015,8.211384,9.0
E08000008,2.5912035,9.0
E06000006,0.46340665,3.0
E06000052,2.344002,4.0
E09000023,1.9550756,4.0
E08000009,4.458447,13.0
E10000025,16.598663,29.0
E06000007,5.8012276,10.0
E08000036,6.2036734,5.0
E09000021,1.7259892,1.0
E09000009,4.9776716,3.0
E08000004,5.969691,5.0
E08000005,3.3312924,25.0
E08000027,8.8628025,13.0
E09000016,0.06712689,11.0
E08000014,6.106619,9.0
E10000024,15.7248,4.0
E06000022,0.0,7.0
E08000023,12.493437,0.0
E09000018,3.1485803,9.0
E06000037,0.81803614,14.0
E08000007,11.06729,4.0
E08000010,11.485496,13.0
E06000040,0.011859644,10.0
E10000011,4.9960713,2.0
E06000036,0.0,8.0
E10000014,31.67133,1.0
E06000046,0.67405444,22.0
E10000034,9.724908,3.0
E08000021,11.814727,8.0
E08000034,8.159614,12.0
E06000027,0.0,10.0
E06000032,0.49152058,0.0
E06000026,0.0,16.0
E10000028,24.342413,2.0
E10000032,13.403258,21.0
E06000033,0.0,12.0
E06000013,6.196377,13.0
E09000022,1.9307712,6.0
E08000026,2.5175297,3.0
E09000027,0.44772926,4.0
E08000013,5.30618,1.0
E06000041,1.4865526,1.0
E06000047,29.96387,0.0
E06000017,0.0,41.0
E10000021,6.3527613,1.0
E08000025,23.524954,14.0
E10000008,7.7956567,27.0
E08000018,11.839215,4.0
E06000005,3.5899694,5.0
E10000017,37.45677,14.0
E06000009,7.8066826,40.0
E08000030,15.903119,7.0
E06000057,8.75072,3.0
E06000038,4.01211,10.0
E10000007,24.533888,6.0
E10000023,23.805094,22.0
E06000031,3.4882739,30.0
E08000033,0.0,8.0
E06000043,0.3711834,3.0
E09000003,3.6744387,4.0
E06000014,5.7441845,7.0
E10000029,18.828386,14.0
E10000002,6.7733655,41.0
E09000006,5.1289234,10.0
E08000011,8.834161,7.0
E06000021,10.203983,14.0
E09000026,2.232697,7.0
E06000056,2.4819148,14.0
E06000002,5.9570045,11.0
E06000034,0.107600324,13.0
