n,o,l
tarragona,31.355728,0.0
almeria,9.514476,1.0
guadalajara,0.13504592,57.0
lleida,41.47901,38.0
araba/alava,43.977455,21.0
bizkaia,133.99431,152.0
granada,34.323357,32.0
burgos,15.601563,25.0
alicante,46.237278,79.0
valladolid,63.35299,135.0
cuenca,0.13502859,36.0
cordoba,22.349428,21.0
jaen,19.66563,8.0
malaga,39.56323,23.0
valencia,63.028862,113.0
toledo,0.13505152,32.0
avila,25.471151,35.0
barcelona,669.6305,638.0
zamora,8.216278,40.0
ciudad_real,0.1350541,175.0
palencia,13.26593,16.0
castellon,17.873302,27.0
leon,34.525833,104.0
girona,36.352478,0.0
caceres,25.488434,21.0
gipuzkoa,50.747276,35.0
cadiz,14.527359,11.0
badajoz,12.156912,5.0
albacete,0.13570955,56.0
sevilla,38.35749,17.0
salamanca,60.554756,23.0
soria,12.636789,64.0
huelva,5.326296,6.0
segovia,75.25939,68.0
