n,o,l
tarragona,3.6332605,43.0
almeria,2.96642,8.0
guadalajara,18.149734,67.0
lleida,33.49263,44.0
araba/alava,23.396702,38.0
bizkaia,129.0496,201.0
granada,34.810135,13.0
burgos,27.354477,44.0
alicante,70.94432,75.0
valladolid,128.2245,121.0
cuenca,10.751976,136.0
cordoba,15.8108225,7.0
jaen,22.221712,41.0
malaga,23.897146,43.0
valencia,110.30253,140.0
toledo,15.745111,416.0
avila,23.933294,52.0
barcelona,612.1062,1437.0
zamora,16.239388,42.0
ciudad_real,70.34608,154.0
palencia,15.226389,5.0
castellon,32.489243,39.0
leon,48.134148,93.0
girona,0.13235345,0.0
caceres,46.94001,92.0
gipuzkoa,50.443718,27.0
cadiz,12.996201,12.0
badajoz,20.423311,20.0
albacete,23.535612,73.0
sevilla,35.442318,21.0
salamanca,54.16761,58.0
soria,28.059032,47.0
huelva,4.5928445,6.0
segovia,65.85518,61.0
