n,o,l
E08000016,19.456764,12.0
E09000001,0.0,0.0
E06000051,10.136286,10.0
E06000039,8.86027,16.0
E09000005,26.546566,26.0
E09000020,9.854275,4.0
E08000001,31.98724,30.0
E06000004,9.091779,9.0
E08000012,50.24802,37.0
E09000010,21.741371,11.0
E09000002,11.673744,11.0
E08000022,12.46276,11.0
E08000031,17.550228,16.0
E10000013,42.86417,42.0
E08000032,21.498333,39.0
E08000035,39.58476,53.0
E08000003,46.889435,30.0
E06000035,17.259842,16.0
E06000042,10.396482,12.0
E06000008,9.729204,9.0
E06000059,7.2803245,8.0
E06000015,7.3168483,9.0
E06000011,12.705242,24.0
E08000024,39.92206,49.0
E06000003,6.7024484,5.0
E06000024,2.5685043,9.0
E06000049,28.140682,26.0
E08000037,28.984875,20.0
E10000015,66.22553,53.0
E06000016,17.356937,15.0
E10000016,107.333466,174.0
E08000017,9.852987,20.0
E06000018,11.033219,9.0
E08000002,19.613815,24.0
E06000050,20.981411,21.0
E06000045,10.400406,9.0
E10000027,10.325064,18.0
E09000017,18.283789,14.0
E06000001,3.1260936,28.0
E10000031,29.177973,7.0
E10000006,55.482136,36.0
E10000030,77.32182,111.0
E08000019,50.55816,76.0
E06000055,13.665203,13.0
E10000020,48.35595,55.0
E10000003,18.676655,14.0
E06000044,5.5977044,12.0
E09000004,12.653455,12.0
E10000019,20.37096,25.0
E06000020,1.5312269,7.0
E09000029,23.828468,26.0
E06000012,0.47538102,0.0
E09000015,20.75047,14.0
E06000030,12.38743,12.0
E10000018,18.647436,27.0
E10000012,68.51495,62.0
E09000008,33.341133,36.0
E06000054,10.173528,18.0
E08000015,35.780613,38.0
E08000008,12.512554,12.0
E06000006,8.206727,11.0
E06000052,13.333001,8.0
E09000023,20.132166,19.0
E08000009,15.81572,7.0
E10000025,51.44243,37.0
E06000007,19.887163,13.0
E08000036,13.516475,19.0
E09000021,6.2893596,2.0
E09000009,11.297114,13.0
E08000004,29.650772,42.0
E08000005,29.686596,25.0
E08000027,20.100658,19.0
E09000016,13.856021,24.0
E08000014,20.800503,16.0
E10000024,27.08662,32.0
E06000022,30.735954,29.0
E08000023,4.809318,7.0
E09000018,11.586374,22.0
E06000037,13.8194,13.0
E08000007,5.066631,9.0
E08000010,26.893064,24.0
E06000040,26.807034,21.0
E10000011,3.0335033,10.0
E06000036,15.608268,17.0
E10000014,5.472565,5.0
E06000046,77.71624,94.0
E10000034,0.28942302,4.0
E08000021,31.823088,41.0
E08000034,25.84958,17.0
E06000027,13.733528,12.0
E06000032,3.6168313,3.0
E06000026,4.1829486,11.0
E10000028,18.835268,8.0
E10000032,45.413376,55.0
E06000033,33.067364,5.0
E06000013,5.0999103,34.0
E09000022,7.2110176,16.0
E08000026,25.708296,23.0
E09000027,15.469606,22.0
E08000013,4.987014,8.0
E06000041,13.37232,28.0
E06000047,7.5948467,12.0
E06000017,48.9405,44.0
E10000021,0.0,0.0
E08000025,24.493095,29.0
E10000008,58.12957,79.0
E08000018,19.812496,25.0
E06000005,19.601583,29.0
E10000017,9.102433,10.0
E06000009,89.35469,77.0
E08000030,9.655827,13.0
E06000057,18.749601,19.0
E06000038,30.67414,19.0
E10000007,13.890883,24.0
E10000023,29.35575,31.0
E06000031,23.899994,36.0
E08000033,1.1381577,4.0
E06000043,3.767503,12.0
E09000003,8.1337185,15.0
E06000014,27.754185,21.0
E10000029,5.060667,7.0
E10000002,24.622845,36.0
E09000006,20.417385,25.0
E08000011,15.476019,25.0
E06000021,10.576873,14.0
E09000026,21.427034,7.0
E06000056,12.512533,13.0
E06000002,13.757212,11.0
E06000034,26.665703,23.0
