n,o,l
E08000016,11.241143,12.0
E09000001,0.0,0.0
E06000051,8.906599,10.0
E06000039,8.10123,16.0
E09000005,42.826122,26.0
E09000020,12.020356,4.0
E08000001,30.17093,30.0
E06000004,10.034418,9.0
E08000012,66.116875,37.0
E09000010,26.130396,11.0
E09000002,13.300969,11.0
E08000022,21.192713,11.0
E08000031,18.157087,16.0
E10000013,48.127327,42.0
E08000032,30.530704,39.0
E08000035,46.024467,53.0
E08000003,55.07276,30.0
E06000035,24.381517,16.0
E06000042,12.881188,12.0
E06000008,8.513655,9.0
E06000059,7.904454,8.0
E06000015,10.21629,9.0
E06000011,14.731729,24.0
E08000024,53.824688,49.0
E06000003,6.625805,5.0
E06000024,0.7901762,9.0
E06000049,26.191332,26.0
E08000037,36.579327,20.0
E10000015,87.45955,53.0
E06000016,20.453382,15.0
E10000016,116.24178,174.0
E08000017,5.335285,20.0
E06000018,15.797465,9.0
E08000002,19.836128,24.0
E06000050,30.847214,21.0
E06000045,9.68997,9.0
E10000027,9.668484,18.0
E09000017,23.310299,14.0
E06000001,2.4539058,28.0
E10000031,37.168552,7.0
E10000006,82.46761,36.0
E10000030,94.036,111.0
E08000019,55.509594,76.0
E06000055,11.780594,13.0
E10000020,48.784325,55.0
E10000003,21.873217,14.0
E06000044,5.9345064,12.0
E09000004,23.54057,12.0
E10000019,25.513424,25.0
E06000020,3.3608527,7.0
E09000029,20.705627,26.0
E06000012,0.0,0.0
E09000015,25.14146,14.0
E06000030,9.353745,12.0
E10000018,22.253782,27.0
E10000012,100.21392,62.0
E09000008,51.316494,36.0
E06000054,8.569873,18.0
E08000015,49.364628,38.0
E08000008,16.608225,12.0
E06000006,12.865531,11.0
E06000052,13.230807,8.0
E09000023,35.281918,19.0
E08000009,21.561686,7.0
E10000025,64.022095,37.0
E06000007,26.69305,13.0
E08000036,21.208635,19.0
E09000021,8.467716,2.0
E09000009,13.840104,13.0
E08000004,33.345676,42.0
E08000005,27.51902,25.0
E08000027,21.890642,19.0
E09000016,18.810102,24.0
E08000014,27.029371,16.0
E10000024,36.71964,32.0
E06000022,33.63557,29.0
E08000023,1.5175855,7.0
E09000018,15.817609,22.0
E06000037,20.390474,13.0
E08000007,4.7998424,9.0
E08000010,31.31507,24.0
E06000040,24.242283,21.0
E10000011,1.4037685,10.0
E06000036,17.606516,17.0
E10000014,4.1379642,5.0
E06000046,104.11048,94.0
E10000034,0.0,4.0
E08000021,35.676098,41.0
E08000034,33.054012,17.0
E06000027,20.086588,12.0
E06000032,0.0,3.0
E06000026,4.311577,11.0
E10000028,26.206064,8.0
E10000032,50.574566,55.0
E06000033,11.568619,5.0
E06000013,46.505672,34.0
E09000022,2.0363524,16.0
E08000026,36.455673,23.0
E09000027,16.814135,22.0
E08000013,6.9490566,8.0
E06000041,24.464378,28.0
E06000047,5.3741856,12.0
E06000017,57.3495,44.0
E10000021,0.0,0.0
E08000025,40.69057,29.0
E10000008,90.92095,79.0
E08000018,19.9973,25.0
E06000005,13.869705,29.0
E10000017,10.63927,10.0
E06000009,116.158394,77.0
E08000030,7.5074105,13.0
E06000057,28.47207,19.0
E06000038,28.14518,19.0
E10000007,7.4535413,24.0
E10000023,33.149612,31.0
E06000031,28.940905,36.0
E08000033,2.2478106,4.0
E06000043,4.967907,12.0
E09000003,11.147445,15.0
E06000014,44.05277,21.0
E10000029,4.9522133,7.0
E10000002,29.931772,36.0
E09000006,27.876106,25.0
E08000011,18.866898,25.0
E06000021,7.3011146,14.0
E09000026,29.33107,7.0
E06000056,14.106867,13.0
E06000002,16.605886,11.0
E06000034,35.890533,23.0
