n,o,l
oise,39.50974,2.0
loire_atlantique,0.9282178,0.0
calvados,2.9678562,13.0
hauts_de_seine,73.054665,2.0
tarn_et_garonne,0.8853196,0.0
val_de_marne,42.355133,5.0
alpes_de_haute_provence,1.1987677,0.0
vosges,14.731582,0.0
haute_saone,1.8233916,0.0
vaucluse,4.7191877,0.0
charente_maritime,0.329242,0.0
ardeche,0.0,0.0
savoie,0.0,0.0
loir_et_cher,0.0,0.0
haute_marne,0.0,0.0
alpes_maritimes,7.3590617,0.0
drome,1.8035239,0.0
meuse,0.46871173,0.0
aude,5.088025,0.0
herault,32.91925,1.0
manche,0.45696002,0.0
yvelines,22.92648,0.0
seine_et_marne,40.063145,4.0
ain,2.4418201,0.0
indre_et_loire,2.5688229,1.0
correze,0.0,0.0
bouches_du_rhone,75.3369,1.0
loiret,11.974221,0.0
moselle,11.313468,0.0
nord,6.5760202,0.0
vienne,0.0,0.0
eure_et_loir,12.593742,0.0
puy_de_dome,7.66976,1.0
rhone,4.5709887,0.0
ardennes,0.53119016,1.0
charente,0.0,0.0
aisne,10.188211,0.0
var,8.0757065,1.0
lot_et_garonne,0.0,0.0
loire,0.0,0.0
pyrenees_orientales,0.0,0.0
nievre,2.280079,1.0
aube,6.369348,0.0
maine_et_loire,0.0,0.0
haute_savoie,10.336049,0.0
saone_et_loire,4.171407,1.0
doubs,1.9481416,0.0
pyrenees_atlantiques,2.561796,0.0
pas_de_calais,7.0029783,0.0
indre,5.155145,0.0
cote_d'or,2.3445032,0.0
seine_maritime,8.476215,1.0
marne,9.392522,0.0
yonne,0.0,0.0
haute_vienne,0.36936015,0.0
seine_saint_denis,65.91228,7.0
bas_rhin,13.536654,0.0
lot,0.0,0.0
landes,35.962685,0.0
haut_rhin,0.0,0.0
orne,0.0,0.0
isere,0.0,0.0
territoire_de_belfort,1.7849305,0.0
haute_garonne,6.9921308,0.0
dordogne,0.017704323,0.0
paris,104.30528,16.0
gard,7.7776933,0.0
mayenne,0.0,0.0
val_d'oise,34.524395,3.0
gironde,10.941207,0.0
cher,6.011218,0.0
eure,5.515029,0.0
jura,0.64952576,0.0
tarn,0.0,0.0
haute_loire,0.077163875,0.0
somme,8.813082,3.0
gers,2.35329,0.0
cantal,0.3583293,1.0
meurthe_et_moselle,1.8348829,0.0
hautes_pyrenees,3.2461953,1.0
essonne,46.221104,5.0
