n,o,l
oise,92.78193,78.0
meurthe_et_moselle,13.694758,9.0
alpes_maritimes,25.465168,33.0
marne,27.946783,14.0
loire,0.46377438,1.0
ain,5.037447,9.0
pyrenees_atlantiques,12.645183,12.0
var,43.437214,23.0
aude,22.392723,14.0
ardennes,2.465523,5.0
loir_et_cher,11.025573,0.0
somme,29.388657,14.0
hautes_pyrenees,2.3031085,8.0
haute_garonne,20.538334,24.0
bouches_du_rhone,50.258015,44.0
bas_rhin,361.84824,216.0
cantal,2.8994906,1.0
landes,0.0,4.0
rhone,0.21963987,9.0
calvados,29.387142,11.0
cote_d'or,3.676558,6.0
eure_et_loir,49.058113,28.0
meuse,5.6902356,1.0
indre_et_loire,12.378319,9.0
aube,24.86105,14.0
indre,16.989866,10.0
val_de_marne,99.088905,81.0
haute_marne,1.1848587,3.0
herault,129.15727,58.0
gard,12.895948,12.0
paris,237.29219,182.0
haute_vienne,5.1482096,3.0
ardeche,0.84980524,8.0
vaucluse,16.775314,13.0
drome,9.860763,4.0
pas_de_calais,7.051082,14.0
loiret,32.282207,26.0
yvelines,69.17506,48.0
jura,5.045033,2.0
tarn_et_garonne,5.7607255,2.0
manche,8.643487,10.0
territoire_de_belfort,7.930993,4.0
eure,18.377651,12.0
val_d'oise,117.60003,102.0
pyrenees_orientales,0.0,0.0
hauts_de_seine,217.58803,139.0
moselle,22.384415,17.0
isere,86.024864,81.0
essonne,2.9128506,5.0
nievre,8.11557,5.0
vosges,38.740345,31.0
lot,2.0501106,1.0
haute_saone,32.263916,6.0
seine_maritime,47.61995,22.0
dordogne,0.6942634,2.0
alpes_de_haute_provence,8.353108,4.0
puy_de_dome,7.8322277,11.0
haut_rhin,43.715435,58.0
charente_maritime,6.175092,5.0
vienne,0.49082744,0.0
nord,24.856487,13.0
saone_et_loire,9.972779,12.0
haute_loire,3.5069795,0.0
charente,3.6649444,3.0
loire_atlantique,2.466027,2.0
aisne,9.3396635,5.0
tarn,15.929952,27.0
gironde,3.0215065,2.0
cher,39.87766,28.0
mayenne,22.583916,8.0
doubs,0.0,0.0
seine_et_marne,29.86313,3.0
correze,77.385315,72.0
gers,4.7553296,0.0
orne,6.0894117,6.0
maine_et_loire,7.607504,3.0
seine_saint_denis,120.663765,119.0
yonne,0.0,0.0
lot_et_garonne,3.4321985,2.0
haute_savoie,51.581768,34.0
savoie,0.4603008,1.0
