n,o,l
E08000016,27.117022,9.0
E09000001,4.470942,0.0
E06000051,16.341393,19.0
E06000039,14.601202,10.0
E09000005,67.05713,55.0
E09000020,25.610775,14.0
E08000001,18.126663,35.0
E06000004,14.816802,16.0
E08000012,48.344765,60.0
E09000010,29.563427,26.0
E09000002,19.893366,15.0
E08000022,16.816175,13.0
E08000031,27.790627,11.0
E10000013,34.723198,30.0
E08000032,26.509708,24.0
E08000035,32.587326,37.0
E08000003,34.00865,30.0
E06000035,18.436956,15.0
E06000042,19.249535,10.0
E06000008,11.389597,9.0
E06000059,13.451887,15.0
E06000015,26.103481,22.0
E06000011,15.411441,12.0
E08000024,30.183735,48.0
E06000003,14.000651,17.0
E06000024,10.972898,8.0
E06000049,20.783752,14.0
E08000037,22.652815,19.0
E10000015,87.35884,78.0
E06000016,7.8974032,26.0
E10000016,87.21955,92.0
E08000017,20.8294,16.0
E06000018,17.251606,16.0
E08000002,16.129847,18.0
E06000050,23.021566,36.0
E06000045,21.103199,10.0
E10000027,12.885715,15.0
E09000017,31.507677,44.0
E06000001,6.462476,6.0
E10000031,36.85621,39.0
E10000006,68.29335,43.0
E10000030,88.756134,64.0
E08000019,89.24629,43.0
E06000055,14.986322,19.0
E10000020,33.009323,42.0
E10000003,26.007883,17.0
E06000044,7.1650863,10.0
E09000004,24.97475,25.0
E10000019,30.807808,37.0
E06000020,12.651513,7.0
E09000029,26.493202,20.0
E06000012,6.8885293,10.0
E09000015,41.946465,23.0
E06000030,8.329534,7.0
E10000018,27.628859,26.0
E10000012,94.28711,93.0
E09000008,57.44908,48.0
E06000054,16.443972,15.0
E08000015,23.841595,44.0
E08000008,17.451977,13.0
E06000006,12.818092,18.0
E06000052,20.022423,18.0
E09000023,40.977894,46.0
E08000009,20.22143,26.0
E10000025,43.18328,67.0
E06000007,18.98962,16.0
E08000036,19.446419,28.0
E09000021,15.696195,5.0
E09000009,21.212177,20.0
E08000004,44.62511,30.0
E08000005,21.543108,20.0
E08000027,20.172766,16.0
E09000016,31.311262,16.0
E08000014,21.89382,32.0
E10000024,27.438751,45.0
E06000022,45.993523,40.0
E08000023,8.422055,4.0
E09000018,14.791018,17.0
E06000037,28.548141,24.0
E08000007,11.607198,10.0
E08000010,22.342747,31.0
E06000040,23.25024,24.0
E10000011,11.447058,4.0
E06000036,23.179129,12.0
E10000014,8.821734,10.0
E06000046,88.63001,89.0
E10000034,5.4385867,1.0
E08000021,44.023827,36.0
E08000034,33.685753,32.0
E06000027,22.079353,21.0
E06000032,8.541646,0.0
E06000026,8.846984,14.0
E10000028,22.407555,18.0
E10000032,54.070343,47.0
E06000033,16.33738,52.0
E06000013,34.135437,18.0
E09000022,8.005478,13.0
E08000026,54.43312,38.0
E09000027,29.689518,23.0
E08000013,23.635773,15.0
E06000041,25.157475,29.0
E06000047,16.571054,10.0
E06000017,26.778885,37.0
E10000021,5.5326996,1.0
E08000025,46.17235,56.0
E10000008,136.45047,81.0
E08000018,20.566235,19.0
E06000005,29.937708,18.0
E10000017,3.5711493,6.0
E06000009,84.83769,112.0
E08000030,10.371074,8.0
E06000057,35.30758,27.0
E06000038,16.750721,23.0
E10000007,13.057935,9.0
E10000023,46.608273,35.0
E06000031,27.74318,32.0
E08000033,8.964344,10.0
E06000043,13.513289,12.0
E09000003,14.952282,11.0
E06000014,61.537476,37.0
E10000029,5.1630054,8.0
E10000002,27.849081,30.0
E09000006,29.53275,24.0
E08000011,20.467688,22.0
E06000021,13.162458,11.0
E09000026,30.429678,20.0
E06000056,17.67448,14.0
E06000002,19.246456,26.0
E06000034,46.189713,30.0
