n,o,l
tarragona,81.12508,97.0
almeria,22.834036,11.0
guadalajara,0.0,0.0
lleida,110.576065,59.0
araba/alava,201.91254,100.0
bizkaia,368.09152,342.0
granada,111.71622,62.0
burgos,87.75226,47.0
alicante,179.74075,147.0
valladolid,114.94992,79.0
cuenca,0.0,0.0
cordoba,54.849266,54.0
jaen,74.49045,33.0
malaga,151.19527,81.0
valencia,24.725191,202.0
toledo,0.0,0.0
avila,51.539562,48.0
barcelona,2496.1897,1178.0
zamora,10.944048,52.0
ciudad_real,0.0,0.0
palencia,34.935066,24.0
castellon,62.098576,37.0
leon,100.94379,59.0
girona,194.16759,128.0
caceres,135.88272,119.0
gipuzkoa,130.8499,68.0
cadiz,61.051025,57.0
badajoz,71.13907,39.0
albacete,0.0,0.0
sevilla,126.89552,91.0
salamanca,112.50319,97.0
soria,81.04643,27.0
huelva,17.44718,13.0
segovia,63.58459,75.0
