n,o,l
oise,31.601702,4.0
loire_atlantique,0.06254398,2.0
calvados,12.290178,0.0
hauts_de_seine,109.98416,30.0
tarn_et_garonne,1.1078268,2.0
val_de_marne,35.147106,20.0
alpes_de_haute_provence,0.06654833,0.0
vosges,16.476175,6.0
haute_saone,13.3633795,10.0
vaucluse,10.034712,1.0
charente_maritime,1.901531,0.0
ardeche,10.5829935,0.0
savoie,0.094245516,0.0
loir_et_cher,3.8861487,0.0
haute_marne,0.09506657,0.0
alpes_maritimes,7.235399,3.0
drome,12.402755,3.0
meuse,0.9552133,0.0
aude,7.9254136,1.0
herault,69.85052,20.0
manche,4.2963943,0.0
yvelines,37.85834,16.0
seine_et_marne,29.15147,13.0
ain,6.806592,2.0
indre_et_loire,4.7681313,1.0
correze,0.0,0.0
bouches_du_rhone,143.86288,20.0
loiret,10.063328,7.0
moselle,8.559948,0.0
nord,7.641701,7.0
vienne,0.121126175,0.0
eure_et_loir,13.048276,0.0
puy_de_dome,1.9365163,3.0
rhone,17.415325,0.0
ardennes,0.0,2.0
charente,0.0,0.0
aisne,4.5301905,2.0
var,18.150347,2.0
lot_et_garonne,0.0,0.0
loire,0.07885654,1.0
pyrenees_orientales,0.0,1.0
nievre,0.08770205,4.0
aube,3.6360772,2.0
maine_et_loire,0.0,0.0
haute_savoie,35.73727,5.0
saone_et_loire,2.6381452,0.0
doubs,2.4518912,0.0
pyrenees_atlantiques,5.0141816,4.0
pas_de_calais,4.332354,4.0
indre,3.6820676,6.0
cote_d'or,4.5576544,1.0
seine_maritime,15.619162,0.0
marne,9.400105,7.0
yonne,1.5398678,1.0
haute_vienne,0.24547254,0.0
seine_saint_denis,84.26125,65.0
bas_rhin,5.0241833,6.0
lot,0.0,0.0
landes,23.224937,16.0
haut_rhin,1.3809817,4.0
orne,0.0,0.0
isere,1.7851963,0.0
territoire_de_belfort,16.14772,1.0
haute_garonne,10.402974,5.0
dordogne,0.25363734,2.0
paris,160.70248,95.0
gard,2.845094,2.0
mayenne,0.0,0.0
val_d'oise,108.66373,36.0
gironde,17.953327,3.0
cher,7.653726,12.0
eure,2.844878,0.0
jura,0.6500957,0.0
tarn,0.10028293,1.0
haute_loire,0.0,0.0
somme,9.75508,9.0
gers,0.0,2.0
cantal,0.07879915,0.0
meurthe_et_moselle,5.9184203,0.0
hautes_pyrenees,0.0,0.0
essonne,63.551773,50.0
