n,o,l
oise,41.588535,9.0
loire_atlantique,0.0,0.0
calvados,1.5177765,1.0
hauts_de_seine,69.67122,13.0
tarn_et_garonne,3.4642787,0.0
val_de_marne,60.984386,9.0
alpes_de_haute_provence,0.0,0.0
vosges,9.73255,1.0
haute_saone,2.473093,0.0
vaucluse,1.2881861,0.0
charente_maritime,1.1884518,0.0
ardeche,0.54557455,0.0
savoie,0.15458891,0.0
loir_et_cher,0.0,0.0
haute_marne,0.0,0.0
alpes_maritimes,8.628408,0.0
drome,0.8816042,1.0
meuse,0.5804489,0.0
aude,3.0666547,4.0
herault,17.243345,3.0
manche,1.0877948,0.0
yvelines,24.872383,2.0
seine_et_marne,55.276794,22.0
ain,5.0945377,7.0
indre_et_loire,0.5119738,1.0
correze,0.0,0.0
bouches_du_rhone,83.412834,23.0
loiret,10.460535,0.0
moselle,46.798687,0.0
nord,16.366877,3.0
vienne,0.0,0.0
eure_et_loir,20.982588,0.0
puy_de_dome,4.176357,7.0
rhone,12.9721775,1.0
ardennes,2.0711977,2.0
charente,0.0,0.0
aisne,12.985191,1.0
var,7.919414,1.0
lot_et_garonne,0.0,0.0
loire,0.0,0.0
pyrenees_orientales,0.038993552,0.0
nievre,10.862873,3.0
aube,12.781958,6.0
maine_et_loire,0.0,0.0
haute_savoie,6.6712503,2.0
saone_et_loire,8.038044,0.0
doubs,3.6819875,0.0
pyrenees_atlantiques,0.48628068,1.0
pas_de_calais,12.908594,7.0
indre,8.609747,10.0
cote_d'or,0.7549164,0.0
seine_maritime,10.643805,1.0
marne,9.574037,0.0
yonne,0.113433965,2.0
haute_vienne,0.012457326,2.0
seine_saint_denis,66.9833,24.0
bas_rhin,9.202641,0.0
lot,0.0,0.0
landes,29.424517,0.0
haut_rhin,0.051882364,5.0
orne,0.0,0.0
isere,1.3620522,0.0
territoire_de_belfort,0.17695668,0.0
haute_garonne,3.066003,1.0
dordogne,0.0,0.0
paris,102.19305,28.0
gard,3.0980341,1.0
mayenne,0.0,0.0
val_d'oise,26.384737,13.0
gironde,6.7392488,0.0
cher,7.9537873,1.0
eure,19.32616,2.0
jura,1.3260672,0.0
tarn,0.0,0.0
haute_loire,0.0,1.0
somme,11.811489,5.0
gers,1.1217775,0.0
cantal,0.0,0.0
meurthe_et_moselle,5.1954446,1.0
hautes_pyrenees,2.5047002,1.0
essonne,63.830967,14.0
