n,o,l
oise,21.380116,1.0
loire_atlantique,0.0,0.0
calvados,3.5688794,0.0
hauts_de_seine,37.914276,1.0
tarn_et_garonne,2.502363,0.0
val_de_marne,33.618557,0.0
alpes_de_haute_provence,0.0,0.0
vosges,5.7100058,0.0
haute_saone,1.5962871,0.0
vaucluse,4.715469,0.0
charente_maritime,0.40375462,0.0
ardeche,0.10478759,0.0
savoie,0.0,0.0
loir_et_cher,0.0,0.0
haute_marne,0.0,0.0
alpes_maritimes,4.4725876,0.0
drome,0.19363299,0.0
meuse,0.117522754,0.0
aude,2.6252608,0.0
herault,9.577017,3.0
manche,0.6831958,0.0
yvelines,15.432153,0.0
seine_et_marne,36.584362,4.0
ain,3.3987908,0.0
indre_et_loire,0.2996798,0.0
correze,0.0,1.0
bouches_du_rhone,53.903282,0.0
loiret,5.5495377,0.0
moselle,19.667887,0.0
nord,8.320389,0.0
vienne,0.0,0.0
eure_et_loir,21.871641,0.0
puy_de_dome,2.6075199,0.0
rhone,6.0658455,0.0
ardennes,0.74287385,0.0
charente,0.0,0.0
aisne,8.208345,0.0
var,7.174845,0.0
lot_et_garonne,0.0,0.0
loire,0.0,0.0
pyrenees_orientales,0.0,0.0
nievre,4.8049674,0.0
aube,7.531595,0.0
maine_et_loire,0.0,0.0
haute_savoie,7.809811,0.0
saone_et_loire,4.9110565,2.0
doubs,2.397952,0.0
pyrenees_atlantiques,0.34448752,0.0
pas_de_calais,9.591358,1.0
indre,5.556806,0.0
cote_d'or,0.044589896,0.0
seine_maritime,7.174079,0.0
marne,4.1132646,0.0
yonne,0.0,0.0
haute_vienne,0.17781493,0.0
seine_saint_denis,39.5183,5.0
bas_rhin,4.767053,0.0
lot,0.0,0.0
landes,15.174526,0.0
haut_rhin,0.0,0.0
orne,0.0,0.0
isere,1.0353845,0.0
territoire_de_belfort,0.65171,0.0
haute_garonne,2.1845634,0.0
dordogne,0.0,0.0
paris,60.336246,4.0
gard,5.004057,0.0
mayenne,0.0,0.0
val_d'oise,17.392479,6.0
gironde,3.1008945,0.0
cher,4.898055,1.0
eure,12.195338,2.0
jura,5.9306026,0.0
tarn,0.0,0.0
haute_loire,0.0,0.0
somme,6.7825346,0.0
gers,0.46989378,0.0
cantal,0.0,0.0
meurthe_et_moselle,2.711448,0.0
hautes_pyrenees,1.209319,0.0
essonne,41.10053,1.0
