n,o,l
oise,6.745646,16.0
loire_atlantique,0.0,0.0
calvados,0.09347051,0.0
hauts_de_seine,22.884365,17.0
tarn_et_garonne,0.0,2.0
val_de_marne,17.47103,40.0
alpes_de_haute_provence,0.103849575,0.0
vosges,0.6649125,0.0
haute_saone,3.3155797,2.0
vaucluse,0.33774585,3.0
charente_maritime,2.122418,5.0
ardeche,0.46173203,2.0
savoie,0.0,1.0
loir_et_cher,0.0,0.0
haute_marne,0.0,0.0
alpes_maritimes,0.858731,2.0
drome,0.092856795,5.0
meuse,0.0,2.0
aude,0.0,2.0
herault,7.2939196,23.0
manche,0.7694526,2.0
yvelines,12.866959,21.0
seine_et_marne,27.95715,47.0
ain,12.301486,13.0
indre_et_loire,0.067600764,4.0
correze,0.0,0.0
bouches_du_rhone,27.993519,32.0
loiret,0.06970561,2.0
moselle,9.310969,6.0
nord,3.2313063,8.0
vienne,0.013598084,1.0
eure_et_loir,2.834275,6.0
puy_de_dome,0.820634,1.0
rhone,2.4023995,7.0
ardennes,0.10344768,1.0
charente,0.0,0.0
aisne,2.3562224,13.0
var,0.7697775,18.0
lot_et_garonne,0.0,0.0
loire,0.0,10.0
pyrenees_orientales,0.038372457,0.0
nievre,0.41144145,1.0
aube,2.8032403,5.0
maine_et_loire,0.0,0.0
haute_savoie,2.1623175,33.0
saone_et_loire,1.7331357,5.0
doubs,1.4546429,0.0
pyrenees_atlantiques,2.7661314,2.0
pas_de_calais,5.500357,10.0
indre,2.973682,34.0
cote_d'or,0.04593548,3.0
seine_maritime,2.0418258,6.0
marne,5.7345166,0.0
yonne,0.10346125,1.0
haute_vienne,0.041451585,2.0
seine_saint_denis,25.451654,25.0
bas_rhin,7.8178854,5.0
lot,0.019108713,0.0
landes,7.658275,1.0
haut_rhin,0.09117366,5.0
orne,0.0,0.0
isere,0.09149918,0.0
territoire_de_belfort,0.09935792,1.0
haute_garonne,0.10415214,6.0
dordogne,0.0,0.0
paris,34.77774,35.0
gard,0.6422211,1.0
mayenne,0.0,0.0
val_d'oise,12.389848,9.0
gironde,0.3677914,1.0
cher,1.1634483,1.0
eure,8.273541,12.0
jura,0.10156674,4.0
tarn,0.021017596,1.0
haute_loire,0.09898302,1.0
somme,3.3737037,12.0
gers,0.40839684,4.0
cantal,0.10206345,2.0
meurthe_et_moselle,0.3573225,3.0
hautes_pyrenees,3.5409026,2.0
essonne,21.132347,35.0
