n,o,l
E08000016,16.411036,23.0
E09000001,4.788456,0.0
E06000051,12.082026,12.0
E06000039,11.381126,6.0
E09000005,55.6084,14.0
E09000020,13.793724,0.0
E08000001,25.446371,23.0
E06000004,14.926134,9.0
E08000012,54.042202,21.0
E09000010,24.844526,7.0
E09000002,15.209424,11.0
E08000022,21.946398,4.0
E08000031,19.988039,12.0
E10000013,39.97458,29.0
E08000032,26.942007,7.0
E08000035,31.474752,33.0
E08000003,39.08087,19.0
E06000035,23.439596,12.0
E06000042,17.454927,7.0
E06000008,11.343651,5.0
E06000059,10.523773,6.0
E06000015,19.91601,4.0
E06000011,14.53658,21.0
E08000024,51.17596,28.0
E06000003,13.2851,8.0
E06000024,7.7213106,2.0
E06000049,23.923534,21.0
E08000037,27.919662,16.0
E10000015,77.12999,33.0
E06000016,22.06817,23.0
E10000016,87.590546,68.0
E08000017,11.525713,7.0
E06000018,16.842476,10.0
E08000002,16.22991,8.0
E06000050,32.3862,18.0
E06000045,16.266096,5.0
E10000027,10.999035,8.0
E09000017,28.597006,31.0
E06000001,6.173616,3.0
E10000031,36.77947,10.0
E10000006,67.11502,19.0
E10000030,78.06938,39.0
E08000019,71.26865,42.0
E06000055,10.784287,3.0
E10000020,35.057343,54.0
E10000003,24.305975,16.0
E06000044,9.153008,1.0
E09000004,24.707834,18.0
E10000019,28.722816,27.0
E06000020,9.157701,4.0
E09000029,17.066372,7.0
E06000012,5.4524574,1.0
E09000015,29.779825,13.0
E06000030,11.478347,14.0
E10000018,31.52217,20.0
E10000012,91.06926,27.0
E09000008,52.43051,7.0
E06000054,15.737955,10.0
E08000015,39.62577,26.0
E08000008,17.569544,6.0
E06000006,15.688374,9.0
E06000052,18.389406,6.0
E09000023,36.50587,7.0
E08000009,22.323484,8.0
E10000025,51.536118,29.0
E06000007,22.29915,7.0
E08000036,19.833448,7.0
E09000021,10.70214,1.0
E09000009,15.980055,2.0
E08000004,30.95995,11.0
E08000005,18.103653,24.0
E08000027,17.914557,14.0
E09000016,26.782312,12.0
E08000014,26.78283,10.0
E10000024,35.102818,12.0
E06000022,35.525505,11.0
E08000023,4.859292,10.0
E09000018,16.64196,7.0
E06000037,23.716734,11.0
E08000007,11.024246,6.0
E08000010,30.35785,15.0
E06000040,22.365013,19.0
E10000011,8.4137945,4.0
E06000036,21.367413,13.0
E10000014,9.1088,2.0
E06000046,88.565094,50.0
E10000034,5.124574,1.0
E08000021,32.77626,15.0
E08000034,31.43084,18.0
E06000027,19.548815,11.0
E06000032,6.4204025,22.0
E06000026,8.469621,13.0
E10000028,23.500578,1.0
E10000032,47.56701,42.0
E06000033,37.108078,18.0
E06000013,16.445696,5.0
E09000022,7.039021,7.0
E08000026,37.735157,11.0
E09000027,23.596762,5.0
E08000013,13.368056,9.0
E06000041,28.54075,3.0
E06000047,11.040752,8.0
E06000017,35.035675,27.0
E10000021,5.3664846,0.0
E08000025,52.026287,31.0
E10000008,104.74777,49.0
E08000018,26.279669,7.0
E06000005,19.960436,18.0
E10000017,6.627688,5.0
E06000009,105.85764,49.0
E08000030,11.486129,21.0
E06000057,29.501783,10.0
E06000038,25.853125,20.0
E10000007,12.237216,6.0
E10000023,36.703835,27.0
E06000031,29.849566,14.0
E08000033,7.7210693,4.0
E06000043,9.777337,2.0
E09000003,13.38937,8.0
E06000014,47.017418,9.0
E10000029,6.747186,6.0
E10000002,29.808348,31.0
E09000006,24.854515,16.0
E08000011,20.833838,7.0
E06000021,8.91813,11.0
E09000026,27.90217,6.0
E06000056,16.781496,10.0
E06000002,23.912035,2.0
E06000034,39.500473,9.0
