n,o,l
oise,35.833454,38.0
meurthe_et_moselle,7.5078163,3.0
alpes_maritimes,8.376871,14.0
marne,11.580846,12.0
loire,0.0,2.0
ain,9.092121,23.0
pyrenees_atlantiques,5.6067066,7.0
var,19.549713,17.0
aude,9.126706,13.0
ardennes,0.0,4.0
loir_et_cher,4.469553,2.0
somme,11.219355,20.0
hautes_pyrenees,0.017010793,6.0
haute_garonne,12.846445,7.0
bouches_du_rhone,6.064015,21.0
bas_rhin,167.38663,106.0
cantal,0.0,0.0
landes,0.0,0.0
rhone,21.26239,20.0
calvados,13.794111,5.0
cote_d'or,5.122444,2.0
eure_et_loir,13.956301,43.0
meuse,1.4869801,1.0
indre_et_loire,5.092505,6.0
aube,4.2916594,12.0
indre,3.283472,8.0
val_de_marne,35.71248,61.0
haute_marne,0.1365002,1.0
herault,77.98265,34.0
gard,3.3989222,7.0
paris,170.60187,114.0
haute_vienne,0.22569336,4.0
ardeche,11.298208,7.0
vaucluse,11.330192,4.0
drome,14.138378,6.0
pas_de_calais,5.3894954,35.0
loiret,10.707041,20.0
yvelines,41.81217,33.0
jura,0.97359234,3.0
tarn_et_garonne,1.1445773,0.0
manche,4.766484,5.0
territoire_de_belfort,2.5670094,7.0
eure,3.3579516,63.0
val_d'oise,114.9535,48.0
pyrenees_orientales,0.0,4.0
hauts_de_seine,119.83069,95.0
moselle,11.053877,6.0
isere,68.32718,78.0
essonne,18.055634,4.0
nievre,0.0,2.0
vosges,19.787025,25.0
lot,0.0,0.0
haute_saone,14.412022,7.0
seine_maritime,16.480423,13.0
dordogne,0.7928079,1.0
alpes_de_haute_provence,0.0,0.0
puy_de_dome,3.3601074,8.0
haut_rhin,26.393608,31.0
charente_maritime,3.036867,4.0
vienne,0.26070902,1.0
nord,9.140818,22.0
saone_et_loire,2.804493,10.0
haute_loire,0.0,1.0
charente,0.42472726,0.0
loire_atlantique,0.0,0.0
aisne,0.0,39.0
tarn,5.913657,0.0
gironde,0.0,10.0
cher,21.143335,14.0
mayenne,8.727621,0.0
doubs,0.0,10.0
seine_et_marne,2.7289882,79.0
correze,33.637352,0.0
gers,0.0,3.0
orne,1.2051877,0.0
maine_et_loire,1.397046,0.0
seine_saint_denis,91.0728,81.0
yonne,1.9766729,1.0
lot_et_garonne,0.0,5.0
haute_savoie,41.083275,27.0
savoie,0.0,1.0
