n,o,l
tarragona,70.5257,54.0
almeria,17.470945,7.0
guadalajara,0.112411946,0.0
lleida,62.97494,85.0
araba/alava,92.40999,62.0
bizkaia,355.29736,251.0
granada,78.553055,50.0
burgos,43.068214,21.0
alicante,148.73053,41.0
valladolid,82.00466,157.0
cuenca,0.11240541,0.0
cordoba,68.4497,14.0
jaen,52.65201,17.0
malaga,95.06546,74.0
valencia,179.07927,61.0
toledo,0.112414494,0.0
avila,34.95486,34.0
barcelona,1301.0839,1032.0
zamora,22.918236,2.0
ciudad_real,0.11241427,0.0
palencia,32.123188,24.0
castellon,41.239826,7.0
leon,58.086857,29.0
girona,140.16995,0.0
caceres,53.40095,29.0
gipuzkoa,48.985085,118.0
cadiz,54.39644,20.0
badajoz,31.403975,19.0
albacete,0.11342785,0.0
sevilla,94.234024,44.0
salamanca,49.646908,88.0
soria,91.12003,13.0
huelva,23.14698,4.0
segovia,76.148605,97.0
