n,o,l
E08000016,15.400216,14.0
E09000001,1.9418702,0.0
E06000051,13.785253,11.0
E06000039,10.65013,6.0
E09000005,24.822699,4.0
E09000020,6.063181,1.0
E08000001,24.926685,7.0
E06000004,5.9306555,9.0
E08000012,29.031067,14.0
E09000010,16.597387,3.0
E09000002,10.391541,1.0
E08000022,12.00355,2.0
E08000031,19.594408,14.0
E10000013,32.110813,7.0
E08000032,22.211794,18.0
E08000035,35.96956,21.0
E08000003,24.514277,17.0
E06000035,15.326865,7.0
E06000042,10.456192,4.0
E06000008,10.013024,3.0
E06000059,6.3132663,2.0
E06000015,6.1572294,22.0
E06000011,15.547229,20.0
E08000024,32.488228,7.0
E06000003,6.6859865,2.0
E06000024,10.580571,1.0
E06000049,25.291357,12.0
E08000037,20.027712,3.0
E10000015,46.260674,18.0
E06000016,12.195905,1.0
E10000016,119.75467,54.0
E08000017,14.708591,18.0
E06000018,11.628409,0.0
E08000002,19.729357,5.0
E06000050,18.90157,8.0
E06000045,13.22214,3.0
E10000027,19.60399,3.0
E09000017,28.251873,16.0
E06000001,5.452265,7.0
E10000031,14.761244,4.0
E10000006,33.95315,14.0
E10000030,68.66133,16.0
E08000019,51.50716,38.0
E06000055,13.3699665,5.0
E10000020,45.468685,21.0
E10000003,16.403584,16.0
E06000044,5.9215736,5.0
E09000004,10.608764,3.0
E10000019,20.31996,13.0
E06000020,9.61635,6.0
E09000029,21.850313,4.0
E06000012,4.4602003,0.0
E09000015,15.500635,5.0
E06000030,10.72054,3.0
E10000018,22.308203,4.0
E10000012,50.752487,48.0
E09000008,24.809212,9.0
E06000054,11.104501,10.0
E08000015,28.26914,12.0
E08000008,12.502612,11.0
E06000006,7.600899,0.0
E06000052,14.34613,8.0
E09000023,17.241077,4.0
E08000009,11.670348,8.0
E10000025,40.345177,23.0
E06000007,13.643092,7.0
E08000036,13.615982,11.0
E09000021,4.618966,3.0
E09000009,10.877538,3.0
E08000004,22.503973,5.0
E08000005,19.306198,8.0
E08000027,15.118822,4.0
E09000016,20.170862,7.0
E08000014,12.235952,1.0
E10000024,22.718252,9.0
E06000022,27.114588,6.0
E08000023,4.991619,3.0
E09000018,17.620481,6.0
E06000037,9.881117,0.0
E08000007,10.731971,3.0
E08000010,22.777155,12.0
E06000040,26.040117,20.0
E10000011,5.693721,9.0
E06000036,14.010079,16.0
E10000014,7.3766227,4.0
E06000046,69.26897,27.0
E10000034,1.9402276,0.0
E08000021,32.993206,20.0
E08000034,17.78908,11.0
E06000027,13.153283,3.0
E06000032,7.9248495,0.0
E06000026,6.3500338,3.0
E10000028,19.482729,0.0
E10000032,42.037247,24.0
E06000033,30.610605,14.0
E06000013,3.9540315,4.0
E09000022,12.137507,17.0
E08000026,13.039409,2.0
E09000027,15.990987,2.0
E08000013,5.228683,0.0
E06000041,14.468682,2.0
E06000047,14.854185,5.0
E06000017,38.397114,17.0
E10000021,2.1452892,0.0
E08000025,20.41892,10.0
E10000008,61.33925,32.0
E08000018,22.003908,7.0
E06000005,23.734346,9.0
E10000017,7.201652,2.0
E06000009,72.63858,41.0
E08000030,15.881642,12.0
E06000057,20.311382,17.0
E06000038,24.083652,3.0
E10000007,19.060404,3.0
E10000023,23.70231,62.0
E06000031,21.242058,30.0
E08000033,6.1594067,12.0
E06000043,6.3297467,4.0
E09000003,11.439037,4.0
E06000014,16.17032,5.0
E10000029,8.001699,7.0
E10000002,35.007538,25.0
E09000006,19.823042,8.0
E08000011,15.04024,5.0
E06000021,12.759128,8.0
E09000026,10.256709,1.0
E06000056,16.688568,5.0
E06000002,12.627121,3.0
E06000034,19.276518,5.0
