n,o,l
oise,5.0037627,25.0
loire_atlantique,0.0,0.0
calvados,0.08082345,0.0
hauts_de_seine,7.3297725,3.0
tarn_et_garonne,0.08330709,0.0
val_de_marne,11.628635,4.0
alpes_de_haute_provence,0.0598612,0.0
vosges,0.0379335,7.0
haute_saone,0.38774398,0.0
vaucluse,0.08185798,1.0
charente_maritime,0.09735519,0.0
ardeche,0.026148267,0.0
savoie,0.00062821805,0.0
loir_et_cher,0.0,0.0
haute_marne,0.087017074,0.0
alpes_maritimes,0.0796127,0.0
drome,0.06741136,4.0
meuse,0.104250826,0.0
aude,0.10404939,0.0
herault,6.0248613,14.0
manche,0.05408182,1.0
yvelines,9.155677,8.0
seine_et_marne,15.231556,8.0
ain,2.2326517,3.0
indre_et_loire,0.069389194,1.0
correze,0.07276824,0.0
bouches_du_rhone,14.256486,51.0
loiret,0.063446686,1.0
moselle,3.5438151,0.0
nord,2.0733287,9.0
vienne,0.06636928,0.0
eure_et_loir,1.0087634,7.0
puy_de_dome,0.10312739,1.0
rhone,1.0086548,12.0
ardennes,0.10383368,2.0
charente,0.0,0.0
aisne,2.4014342,1.0
var,1.6047751,1.0
lot_et_garonne,0.0,1.0
loire,0.088820465,0.0
pyrenees_orientales,0.083807126,0.0
nievre,0.09562654,0.0
aube,1.2571713,2.0
maine_et_loire,0.04555051,0.0
haute_savoie,2.8045368,6.0
saone_et_loire,0.72865784,0.0
doubs,0.9163681,1.0
pyrenees_atlantiques,2.6008725,2.0
pas_de_calais,4.1247168,3.0
indre,4.873457,3.0
cote_d'or,0.08936935,0.0
seine_maritime,0.66977465,1.0
marne,0.4316646,0.0
yonne,0.0673227,0.0
haute_vienne,0.09100071,5.0
seine_saint_denis,18.389153,4.0
bas_rhin,2.386029,5.0
lot,0.0,0.0
landes,0.10317849,0.0
haut_rhin,1.1755081,0.0
orne,0.027786858,1.0
isere,0.10371478,0.0
territoire_de_belfort,0.049311973,0.0
haute_garonne,0.39698812,3.0
dordogne,0.0,0.0
paris,17.864887,8.0
gard,0.7396208,17.0
mayenne,0.06928812,1.0
val_d'oise,6.5370593,8.0
gironde,0.08815887,1.0
cher,0.6463305,5.0
eure,4.5872912,4.0
jura,0.74500334,10.0
tarn,0.08860943,0.0
haute_loire,0.08414416,0.0
somme,2.799236,11.0
gers,0.104271874,3.0
cantal,0.09105272,0.0
meurthe_et_moselle,0.30987364,1.0
hautes_pyrenees,0.20930147,0.0
essonne,20.680094,6.0
